UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm2.5_aqi_atm,pm2.5_aqi_cf_1,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm2.5_aqi_atm_b,pm2.5_aqi_cf_1_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2019/10/10T00:00:48z,80:7d:3a:61:5c:fc,4.10,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,79,37,50,960.60,0.07,36568,0,475,9.77,13.79,14.46,9.77,13.79,14.46,55,55,1830.99,521.11,82.63,4.91,0.49,0.49,9.81,14.57,15.25,9.81,14.57,15.25,56,56,1810.66,521.37,92.16,8.30,1.04,0.21
2019/10/10T00:02:48z,80:7d:3a:61:5c:fc,4.10,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,79,36,50,960.62,0.07,36568,0,595,10.03,14.75,15.69,10.03,14.75,15.69,57,57,1935.22,548.32,82.50,6.21,1.03,0.15,10.81,15.04,15.87,10.81,15.04,15.87,57,57,1915.66,552.22,86.28,7.37,1.19,0.27
2019/10/10T00:04:48z,80:7d:3a:61:5c:fc,4.10,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,78,36,49,960.67,0.07,36568,0,715,10.80,15.50,17.00,10.80,15.50,17.00,58,58,1908.55,557.59,83.39,8.67,1.55,0.42,9.61,14.78,16.26,9.61,14.78,16.26,57,57,1845.52,542.51,95.00,9.86,1.71,1.25
2019/10/10T00:06:48z,80:7d:3a:61:5c:fc,4.10,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,78,36,49,960.58,0.07,36568,0,835,10.30,15.47,16.51,10.30,15.47,16.51,58,58,1919.14,554.94,90.71,8.31,1.29,0.74,10.96,16.67,17.45,10.96,16.67,17.45,61,61,2044.57,593.93,106.78,8.41,0.61,0.46
2019/10/10T00:08:48z,80:7d:3a:61:5c:fc,4.10,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,78,36,49,960.61,0.07,36568,0,955,9.50,13.74,14.80,9.50,13.74,14.80,54,54,1851.04,519.51,71.46,6.77,1.46,1.46,9.10,13.44,14.18,9.10,13.44,14.18,54,54,1665.88,495.69,79.91,7.21,0.74,0.50
2019/10/10T00:10:48z,80:7d:3a:61:5c:fc,4.10,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,77,37,49,960.65,0.07,36568,0,1075,10.04,14.60,14.83,10.04,14.60,14.83,56,56,1887.75,538.61,80.12,6.03,0.19,0.19,10.54,15.29,15.66,10.54,15.29,15.66,58,58,1928.87,547.26,99.90,5.53,0.41,0.41
2019/10/10T00:12:48z,80:7d:3a:61:5c:fc,4.10,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,77,38,49,960.73,0.07,36504,0,1195,10.11,15.09,16.19,10.11,15.09,16.19,57,57,1871.06,542.83,88.84,7.09,0.88,0.88,9.63,14.12,15.25,9.63,14.12,15.25,55,55,1787.21,512.57,80.82,7.56,1.15,1.15
2019/10/10T00:14:44z,80:7d:3a:61:5c:fc,4.10,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,77,38,49,960.71,nan,36656,0,115,9.71,14.06,15.38,9.71,14.06,15.38,55,55,1837.04,517.27,81.88,7.50,1.38,1.38,10.23,15.10,15.19,10.23,15.10,15.19,57,57,1882.94,538.46,89.08,6.50,0.00,0.00
2019/10/10T00:16:44z,80:7d:3a:61:5c:fc,4.10,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,76,40,50,960.81,0.07,36568,0,235,9.72,13.55,14.22,9.72,13.55,14.22,54,54,1793.46,513.69,73.91,5.46,0.72,0.36,9.25,12.87,13.62,9.25,12.87,13.62,53,53,1645.96,481.03,68.59,6.96,0.99,0.99
2019/10/10T00:18:44z,80:7d:3a:61:5c:fc,4.10,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,74,41,48,959.16,0.07,36568,0,355,9.71,14.25,15.87,9.71,14.25,15.87,56,56,1848.22,521.99,87.51,9.07,1.74,1.30,9.45,13.62,14.31,9.45,13.62,14.31,54,54,1746.42,500.54,87.42,5.54,0.34,0.00
