UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm2.5_aqi_atm,pm2.5_aqi_cf_1,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm2.5_aqi_atm_b,pm2.5_aqi_cf_1_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2020/02/13T00:11:47z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,65,34,36,971.12,0.04,36568,0,955,1.93,2.87,3.83,1.93,2.87,3.83,12,12,506.87,132.64,19.45,3.75,0.55,0.55,5.07,6.22,12.64,5.07,6.22,12.64,26,26,1211.87,310.94,33.91,18.54,1.94,0.66,
2020/02/13T00:13:47z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,65,35,36,971.16,0.04,36568,0,1075,2,2.78,3.3,2,2.78,3.3,12,12,503.87,138.01,18.58,1.65,0.49,0.49,4.78,6.43,12.65,4.78,6.43,12.65,27,27,1261.99,314.6,38.91,17.09,2.82,0.79,
2020/02/13T00:15:47z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,65,34,36,971.11,0.04,36568,0,1195,2.19,3.15,4.67,2.19,3.15,4.67,13,13,526.52,150.69,25.91,4.81,0.99,0.48,5,6.8,12.67,5,6.8,12.67,28,28,1201.17,309.32,39.13,15.62,2.43,0.32,
2020/02/13T00:17:43z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,65,35,36,971.14,nan,36656,0,115,2.04,3.35,3.76,2.04,3.35,3.76,14,14,562.18,152.9,18.73,2.18,0.61,0.55,4.47,5.94,14.28,4.47,5.94,14.28,25,25,1361.11,321.55,38.83,20.43,3.83,3.57,
2020/02/13T00:19:43z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,65,36,37,971.21,0.04,36568,0,235,2.51,3.7,4.51,2.51,3.7,4.51,15,15,594.65,166.03,27.78,4.29,0.43,0,6.17,8.04,14.72,6.17,8.04,14.72,34,34,1666.17,386.64,42.46,17.86,2.23,1.8,
2020/02/13T00:21:43z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,65,35,37,971.12,0.04,36568,0,355,1.87,3.12,4.47,1.87,3.12,4.47,13,13,524.16,140.29,20.76,3.54,1.76,1.32,5.94,8,14.59,5.94,8,14.59,33,33,1478.64,367.35,44.98,18.27,2.36,1.03,
2020/02/13T00:23:43z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,65,35,37,971.14,0.04,36568,0,475,2.13,3.01,4.04,2.13,3.01,4.04,13,13,531.43,143.2,20.93,2.26,1.17,1.17,6.61,9.11,15.08,6.61,9.11,15.08,38,38,1588.05,388.23,44.52,18.85,0.82,0.67,
2020/02/13T00:25:43z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,65,35,37,971.18,0.04,36568,0,595,2.71,4.09,5.29,2.71,4.09,5.29,17,17,603.47,175.44,28.7,5,0.51,0.51,5.73,8.09,15.52,5.73,8.09,15.52,34,34,1613.87,384.22,45.88,18.66,4.27,2.15,
2020/02/13T00:27:43z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,65,36,37,971.24,0.04,36568,0,715,1.85,2.57,3.42,1.85,2.57,3.42,11,11,537.99,151.43,15.96,1.82,0.36,0.36,5.24,7.36,13.42,5.24,7.36,13.42,31,31,1385.09,341.35,43.23,16.18,2.15,1.58,
2020/02/13T00:29:43z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,65,35,36,971.23,0.04,36568,0,835,2.18,3.28,4.22,2.18,3.28,4.22,14,14,590.69,154.96,15.72,4.06,0.94,0.94,3.22,5.1,11.61,3.22,5.1,11.61,21,21,837.91,231.93,43.75,17.3,2.38,1.45,
2020/02/13T00:31:43z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,65,35,36,971.28,0.04,36568,0,955,1.78,2.58,2.85,1.78,2.58,2.85,11,11,519.96,146.5,12.58,1.06,0.22,0.22,6.7,8.44,13.73,6.7,8.44,13.73,35,35,1561.64,399.61,36.2,16.15,1.85,0.27,
2020/02/13T00:33:43z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,65,35,37,971.29,0.04,36568,0,1075,2.16,3.9,5.01,2.16,3.9,5.01,16,16,586.3,163.99,25.94,5.35,0.99,0.61,4.18,6.14,11.71,4.18,6.14,11.71,26,26,906.14,250.35,38.85,15.45,3.06,0.76,
2020/02/13T00:35:43z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,65,35,37,971.3,0.04,36568,0,1195,2.1,3,3.87,2.1,3,3.87,13,13,580.25,147.43,15.07,3.48,0.99,0.99,5.64,7.68,13.52,5.64,7.68,13.52,32,32,1143.05,315.98,35.73,16.45,2.67,1.12,
2020/02/13T00:37:39z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,65,35,36,971.32,nan,36656,0,116,1.83,3.56,4.94,1.83,3.56,4.94,15,15,518.54,142.17,26.98,4.27,1.15,1.15,3.85,5.77,11.26,3.85,5.77,11.26,24,24,842.3,236.74,44.28,16.94,0.38,0,
2020/02/13T00:39:39z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,65,34,36,971.35,0.04,36568,0,236,1.96,3.01,4.47,1.96,3.01,4.47,13,13,506.74,145.16,21.18,3.56,1.65,0.85,5.35,6.94,13,5.35,6.94,13,29,29,1306.78,333.45,35.55,16.55,1.91,0.38,
2020/02/13T00:41:39z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,65,35,37,971.34,0.04,36568,0,356,1.96,3.34,4.36,1.96,3.34,4.36,14,14,577.71,153.66,23.21,3.11,1.14,1.14,4.06,6.31,12.52,4.06,6.31,12.52,26,26,1046.82,280,43.33,18.36,1.85,1.19,
2020/02/13T00:43:39z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,65,35,37,971.36,0.04,36568,0,476,2.06,2.91,3.79,2.06,2.91,3.79,12,12,521.7,146.97,18.86,2.26,0.97,0.97,5.42,7.41,13.18,5.42,7.41,13.18,31,31,1389.68,356.82,39.21,16.82,1.15,0.64,
2020/02/13T00:45:39z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,65,36,37,971.4,0.04,36568,0,596,2.35,3.54,4.32,2.35,3.54,4.32,15,15,557.31,164.15,21.68,2.37,0.46,0.46,4.53,7.1,13.22,4.53,7.1,13.22,30,30,1185.75,311.4,41.76,17.79,2.15,0.85,
2020/02/13T00:47:39z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,64,36,36,971.42,0.04,36568,0,716,2.01,2.58,3.35,2.01,2.58,3.35,11,11,487.61,134.71,15.32,1.1,0.87,0.87,5.36,7.46,13.9,5.36,7.46,13.9,31,31,1316.57,336.54,37.86,18.29,1.62,1.13,
2020/02/13T00:49:39z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,64,36,36,971.41,0.04,36568,0,836,1.9,2.84,3.61,1.9,2.84,3.61,12,12,530.48,145.94,14.14,2.75,0.41,0.41,5.75,8.38,15.06,5.75,8.38,15.06,35,35,1478.68,370.68,49.02,18.77,2.62,0.86,
2020/02/13T00:51:39z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,64,36,36,971.35,0.04,36568,0,956,2.38,3.67,4.13,2.38,3.67,4.13,15,15,554.22,160.58,27.46,1.83,0.43,0.43,6.64,9.18,15.32,6.64,9.18,15.32,38,38,1704.41,421.68,44.05,17.03,1.94,0.94,
2020/02/13T00:53:39z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,64,36,36,971.39,0.04,36568,0,1076,1.94,2.93,3.27,1.94,2.93,3.27,12,12,519.04,144.11,17.51,2.11,0.31,0,7.51,9.85,15.85,7.51,9.85,15.85,41,41,1787.63,450.2,42.82,15.57,2.15,1.82,
2020/02/13T00:55:39z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,64,36,36,971.38,0.04,36504,0,1196,2.35,3.52,4.44,2.35,3.52,4.44,15,15,587.82,161.32,21.24,4.03,1.15,0,6.22,9.13,17.75,6.22,9.13,17.75,38,38,1610.91,399.84,50.96,22.53,4.35,2.26,
2020/02/13T00:57:36z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,64,36,36,971.38,nan,36656,0,115,2.38,3.38,3.88,2.38,3.38,3.88,14,14,558.36,153.7,23.36,4,0,0,6.72,9,16.34,6.72,9,16.34,38,38,1697.68,422.55,45.66,19.19,3.19,1.28,
