UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm2.5_aqi_atm,pm2.5_aqi_cf_1,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm2.5_aqi_atm_b,pm2.5_aqi_cf_1_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2020/02/12T22:49:55z,84:f3:eb:d5:da:d0,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,66,32,35,971.72,nan,36656,0,116,2.94,4.57,5.06,2.94,4.57,5.06,19,19,646.59,192.71,26.9,2.63,0.59,0.29,2.96,5.3,6.19,2.96,5.3,6.19,22,22,694.02,203.55,46.17,3.36,1.19,0,
2020/02/12T22:51:55z,84:f3:eb:d5:da:d0,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,32,36,971.69,0.02,36568,0,236,3.79,6.12,7.13,3.79,6.12,7.13,25,25,744.85,224.13,37.78,6.33,1.01,0.31,2.73,5.25,6.49,2.73,5.25,6.49,22,22,662.7,196.9,42.39,4.7,1.44,0.59,
2020/02/12T22:53:55z,84:f3:eb:d5:da:d0,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,68,32,37,971.57,0.02,36568,0,356,3.11,4.85,5.8,3.11,4.85,5.8,20,20,658.27,197.56,31,4.17,1.35,1.13,2.91,5.58,6.9,2.91,5.58,6.9,23,23,640.57,193.33,39.65,7.74,1.77,1.04,
2020/02/12T22:55:55z,84:f3:eb:d5:da:d0,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,68,31,36,971.55,0.02,36568,0,476,3.32,5.14,6.04,3.32,5.14,6.04,21,21,738.17,213.78,36.11,2.61,1.53,0.83,3.85,7.48,10.17,3.85,7.48,10.17,31,31,902.86,257.15,53.08,12.67,3.55,1.06,
2020/02/12T22:57:55z,84:f3:eb:d5:da:d0,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,69,33,38,971.45,0.02,36568,0,596,3.39,5,6.3,3.39,5,6.3,21,21,724.22,219.16,34.14,4.75,1.14,0.65,2.52,5.54,6.91,2.52,5.54,6.91,23,23,684.04,205.3,42.2,8.38,1.42,0,
2020/02/12T22:59:55z,84:f3:eb:d5:da:d0,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,70,31,38,971.58,0.02,36568,0,716,3.35,5.19,5.84,3.35,5.19,5.84,22,22,739.63,216.66,34.13,2.03,0.79,0.79,2.96,6.1,7.59,2.96,6.1,7.59,25,25,674.27,196.3,39.29,9.97,2.34,0.71,
2020/02/12T23:01:55z,84:f3:eb:d5:da:d0,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,71,30,38,971.48,0.02,36568,0,836,2.53,4.1,4.79,2.53,4.1,4.79,17,17,597.51,173.61,29.09,2.23,0.96,0.77,2.2,4.09,6.23,2.2,4.09,6.23,17,17,579.35,173.32,36.87,4.87,2.93,2,
2020/02/12T23:03:55z,84:f3:eb:d5:da:d0,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,71,29,37,971.45,0.02,36568,0,956,2.91,4.54,5.32,2.91,4.54,5.32,19,19,651.91,193.88,30.99,3.68,0.51,0.29,1.33,2.87,5.67,1.33,2.87,5.67,12,12,451.3,129.78,27.07,5.4,3.55,2.78,
2020/02/12T23:05:55z,84:f3:eb:d5:da:d0,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,71,28,36,971.4,0.02,36568,0,1076,2.4,3.54,4.87,2.4,3.54,4.87,15,15,562.75,167.79,22.81,2.87,1.4,1.4,1.5,3.46,4.06,1.5,3.46,4.06,14,14,498,145.29,27.62,5.09,0.47,0.29,
2020/02/12T23:07:55z,84:f3:eb:d5:da:d0,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,71,28,36,971.58,0.01,36568,0,1196,2,3.55,4.16,2,3.55,4.16,15,15,518.39,153.94,22.45,3.41,0.78,0.78,2.3,3.34,5.14,2.3,3.34,5.14,14,14,554.36,162.34,30.37,4,2.34,1.2,
