UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm2.5_aqi_atm,pm2.5_aqi_cf_1,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm2.5_aqi_atm_b,pm2.5_aqi_cf_1_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2020/02/12T22:46:13z,80:7d:3a:61:5c:fc,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,65,33,35,972.81,nan,36952,-83,116,2.39,4.2,5,2.39,4.2,5,17,17,606.47,172,27.22,4.63,0.59,0.59,2.74,5.53,6.68,2.74,5.53,6.68,23,23,655.85,191.45,42.04,6.13,0.98,0.89,
2020/02/12T22:48:13z,80:7d:3a:61:5c:fc,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,65,33,35,972.76,0.07,19920,-82,236,1.99,3.87,4.34,1.99,3.87,4.34,16,16,633.81,176.21,29.31,3.52,0.42,0.39,2.4,4.53,5.13,2.4,4.53,5.13,19,19,654.51,191.23,36.97,3.63,0.69,0.51,
2020/02/12T22:50:13z,80:7d:3a:61:5c:fc,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,66,34,37,972.83,0.07,20432,-82,356,2.49,4.46,5.27,2.49,4.46,5.27,19,19,684.17,196.34,33,3.2,1.14,0,2.31,3.74,4.11,2.31,3.74,4.11,16,16,589.37,176.74,33.9,1.94,0.46,0.46,
2020/02/12T22:52:13z,80:7d:3a:61:5c:fc,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,66,34,37,972.77,0.07,19920,-85,476,2.79,5.13,5.47,2.79,5.13,5.47,21,21,678.73,193.09,36.94,4.54,0.34,0.34,2.06,3.88,4.41,2.06,3.88,4.41,16,16,596.69,174.43,33.25,3.38,0.59,0.21,
2020/02/12T22:54:13z,80:7d:3a:61:5c:fc,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,33,37,972.74,0.07,20432,-86,596,2.65,4.81,5.07,2.65,4.81,5.07,20,20,657.22,192.4,37.94,2.94,0,0,2.06,4.3,4.67,2.06,4.3,4.67,18,18,594.9,174.8,35.64,2.44,0.54,0.54,
2020/02/12T22:56:13z,80:7d:3a:61:5c:fc,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,68,33,38,972.64,0.07,19920,-89,716,2.68,4.43,4.81,2.68,4.43,4.81,18,18,635.38,179.03,28.79,4.12,0.38,0.38,2.7,4.24,5.56,2.7,4.24,5.56,18,18,666.77,194.13,32.49,3.29,1.77,1.26,
2020/02/12T22:58:13z,80:7d:3a:61:5c:fc,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,68,33,37,972.71,0.07,20432,-85,836,2.24,3.59,4.69,2.24,3.59,4.69,15,15,605.03,169.46,23.59,2.74,1.53,0.85,2.23,3.76,4.97,2.23,3.76,4.97,16,16,591.47,174.49,29.24,4.14,1.86,1,
2020/02/12T23:00:13z,80:7d:3a:61:5c:fc,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,71,31,39,972.67,0.07,20432,-84,956,2.32,4.38,6,2.32,4.38,6,18,18,656.58,191.68,37.72,4.51,2.48,1.49,2.42,5.07,5.48,2.42,5.07,5.48,21,21,678.76,199.84,39.81,5.1,0.54,0.54,
2020/02/12T23:02:13z,80:7d:3a:61:5c:fc,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,71,32,40,972.7,0.07,20432,-84,1076,1.87,3.28,5.12,1.87,3.28,5.12,14,14,591.26,165.06,25.62,4,2.12,1.68,1.97,3.97,4.4,1.97,3.97,4.4,17,17,539.87,158.74,32.31,2.71,0.35,0.35,
2020/02/12T23:04:13z,80:7d:3a:61:5c:fc,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,71,30,38,972.59,0.07,19920,-82,1196,2.11,3.91,4.67,2.11,3.91,4.67,16,16,577,162.05,30.03,2.88,0.97,0.97,2.56,4.34,6.87,2.56,4.34,6.87,18,18,596.74,176.72,41.12,5.38,3.12,2.12,
2020/02/12T23:06:13z,80:7d:3a:61:5c:fc,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,72,29,38,972.57,0.07,19920,-79,1316,1.52,2.81,4.34,1.52,2.81,4.34,12,12,488.73,135.9,24.54,4.24,1.64,0.69,1.9,3.14,4.04,1.9,3.14,4.04,13,13,507.8,149.54,26.39,2.82,1.24,0.93,
2020/02/12T23:08:13z,80:7d:3a:61:5c:fc,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,72,29,38,972.64,0.07,19920,-81,1436,2.09,3.5,4.16,2.09,3.5,4.16,15,15,544.89,155.63,26.6,1.89,0.91,0.34,2.37,4.45,4.66,2.37,4.45,4.66,19,19,611.28,176.7,31.34,1.76,0.42,0,
2020/02/12T23:10:13z,80:7d:3a:61:5c:fc,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,71,28,36,972.57,0.07,19920,-82,1556,2.42,4.43,5.65,2.42,4.43,5.65,18,18,680.39,185.42,32.7,4.29,1.62,0.99,2.22,3.75,4.16,2.22,3.75,4.16,16,16,591.52,168.39,26.16,2.94,0.53,0.53,
2020/02/12T23:12:13z,80:7d:3a:61:5c:fc,4.11,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,72,29,38,972.6,0.07,20432,-81,1676,2.28,3.71,4.83,2.28,3.71,4.83,15,15,606.78,167.97,30.62,2.52,1.63,0.8,2.36,3.46,4.12,2.36,3.46,4.12,14,14,574.7,164.28,24.83,2.43,0.9,0.9,
