Harvey Mudd College · AQY BD-1161 (AQY BD-1161)
Data export
4/18/2020 12:00 AM to 4/19/2020 12:00 AM
(UTC-08:00) Pacific Time (US & Canada) (Summer time adjusted)
Averaging period: Raw data

Time,NO2 (ppb),O3 (ppb),PM2.5 (µg/m³),TEMP (°C),RH (%),DP (°C),Inlet,Journal category,Created by,Details
2020/04/18 00:00:00,1.8,25.9,0.9,13.48,72.6,8.7,Sample,,,
2020/04/18 00:01:00,1.8,25.1,0.8,13.46,72.2,8.5,Sample,,,
2020/04/18 00:02:00,3.2,24.8,1.0,13.43,72.9,8.7,Sample,,,
2020/04/18 00:03:00,2.3,25.6,0.8,13.40,72.7,8.6,Sample,,,
2020/04/18 00:04:00,1.6,25.0,0.9,13.40,72.7,8.6,Sample,,,
2020/04/18 00:05:00,3.2,24.7,0.9,13.40,72.9,8.6,Sample,,,
2020/04/18 00:06:00,4.2,24.8,0.9,13.40,72.9,8.6,Sample,,,
2020/04/18 00:07:00,4.8,23.8,1.0,13.40,73.2,8.7,Sample,,,
2020/04/18 00:08:00,6.6,23.9,0.9,13.38,73.5,8.7,Sample,,,
2020/04/18 00:09:00,6.4,24.7,1.1,13.31,73.2,8.6,Sample,,,
2020/04/18 00:10:00,4.4,25.6,1.0,13.30,73.5,8.7,Sample,,,
2020/04/18 00:11:00,6.5,23.5,1.2,13.30,73.7,8.7,Sample,,,
2020/04/18 00:12:00,6.7,22.8,1.3,13.30,74.0,8.8,Sample,,,
2020/04/18 00:13:00,6.3,24.1,1.2,13.30,74.1,8.8,Sample,,,
2020/04/18 00:14:00,4.9,23.9,1.2,13.30,74.2,8.8,Sample,,,
2020/04/18 00:15:00,5.7,22.1,1.3,13.30,73.9,8.7,Sample,,,
2020/04/18 00:16:00,6.5,20.6,1.2,13.37,73.8,8.8,Sample,,,
2020/04/18 00:17:00,1.5,21.2,1.2,13.40,73.4,8.7,Sample,,,
2020/04/18 00:18:00,-1.3,25.1,1.4,13.43,73.2,8.7,Sample,,,
2020/04/18 00:19:00,0.2,24.0,1.4,13.47,73.5,8.8,Sample,,,
2020/04/18 00:20:00,4.4,20.8,1.4,13.49,74.2,9.0,Sample,,,
2020/04/18 00:21:00,4.3,21.2,1.4,13.48,73.9,8.9,Sample,,,
2020/04/18 00:22:00,3.7,21.0,1.2,13.49,74.1,9.0,Sample,,,
2020/04/18 00:23:00,1.6,23.6,1.3,13.50,73.8,8.9,Sample,,,
2020/04/18 00:24:00,1.3,24.4,1.4,13.49,73.7,8.9,Sample,,,
