Harvey Mudd College · AQY BD-1161 (AQY BD-1161)
Data export
4/21/2020 12:00 AM to 4/22/2020 12:00 AM
(UTC-08:00) Pacific Time (US & Canada) (Summer time adjusted)
Averaging period: Raw data

Time,NO2 (ppb),O3 (ppb),PM2.5 (µg/m³),TEMP (°C),RH (%),DP (°C),Inlet,Journal category,Created by,Details
2020/04/21 00:00:00,7.5,22.3,3.5,13.81,74.0,9.3,Sample,,,
2020/04/21 00:01:00,10.0,19.6,3.4,13.84,74.1,9.3,Sample,,,
2020/04/21 00:02:00,9.0,19.5,3.3,13.88,74.0,9.3,Sample,,,
2020/04/21 00:03:00,4.8,25.6,3.3,13.83,73.6,9.2,Sample,,,
2020/04/21 00:04:00,3.1,28.0,3.1,13.79,73.6,9.2,Sample,,,
2020/04/21 00:05:00,5.1,27.2,3.2,13.73,73.9,9.2,Sample,,,
2020/04/21 00:06:00,8.8,25.5,4.4,13.70,74.1,9.2,Sample,,,
2020/04/21 00:07:00,9.3,24.1,3.7,13.70,74.4,9.2,Sample,,,
2020/04/21 00:08:00,10.0,23.8,3.2,13.70,74.2,9.2,Sample,,,
2020/04/21 00:09:00,13.8,19.6,3.2,13.69,74.2,9.2,Sample,,,
2020/04/21 00:10:00,12.0,20.2,3.3,13.69,74.3,9.2,Sample,,,
2020/04/21 00:11:00,7.0,25.4,3.5,13.69,74.3,9.2,Sample,,,
2020/04/21 00:12:00,6.6,25.5,3.6,13.63,74.1,9.1,Sample,,,
2020/04/21 00:13:00,8.7,23.9,3.3,13.60,74.3,9.1,Sample,,,
2020/04/21 00:14:00,11.2,23.0,3.2,13.60,74.7,9.2,Sample,,,
2020/04/21 00:15:00,9.0,23.8,3.5,13.60,75.0,9.3,Sample,,,
2020/04/21 00:16:00,6.5,26.1,3.4,13.60,74.6,9.2,Sample,,,
2020/04/21 00:17:00,6.8,26.1,3.4,13.60,74.5,9.1,Sample,,,
2020/04/21 00:18:00,7.7,24.3,3.5,13.65,74.4,9.2,Sample,,,
2020/04/21 00:19:00,6.6,25.3,3.2,13.68,74.5,9.2,Sample,,,
2020/04/21 00:20:00,9.3,21.6,3.1,13.70,74.7,9.3,Sample,,,
2020/04/21 00:21:00,7.8,21.9,3.4,13.70,74.6,9.3,Sample,,,
2020/04/21 00:22:00,4.6,25.9,4.1,13.70,74.6,9.3,Sample,,,
2020/04/21 00:23:00,8.0,21.9,4.3,13.68,74.7,9.3,Sample,,,
2020/04/21 00:24:00,7.3,22.8,3.6,13.70,74.9,9.3,Sample,,,
2020/04/21 00:25:00,7.9,21.9,3.4,13.69,75.0,9.3,Sample,,,
2020/04/21 00:26:00,9.3,18.5,3.3,13.70,75.1,9.4,Sample,,,
2020/04/21 00:27:00,6.4,20.5,3.0,13.70,74.9,9.3,Sample,,,
2020/04/21 00:28:00,3.7,24.4,3.2,13.70,74.9,9.3,Sample,,,
2020/04/21 00:29:00,3.3,24.4,3.5,13.70,74.8,9.3,Sample,,,
2020/04/21 00:30:00,6.3,22.9,3.9,13.68,74.9,9.3,Sample,,,
2020/04/21 00:31:00,6.2,23.9,3.2,13.64,74.9,9.3,Sample,,,
2020/04/21 00:32:00,7.6,23.5,4.1,13.60,74.9,9.2,Sample,,,
2020/04/21 00:33:00,9.4,20.3,3.5,13.60,75.2,9.3,Sample,,,
2020/04/21 00:34:00,8.0,22.7,3.4,13.57,75.3,9.3,Sample,,,
2020/04/21 00:35:00,11.8,18.8,3.3,13.52,75.4,9.3,Sample,,,
2020/04/21 00:36:00,32.0,1.4,3.3,13.50,75.5,9.2,Sample,,,
2020/04/21 00:37:00,14.5,18.0,3.3,13.48,75.5,9.2,Sample,,,
2020/04/21 00:38:00,1.8,29.0,3.4,13.44,75.9,9.3,Sample,,,
2020/04/21 00:39:00,5.2,27.8,3.7,13.39,75.8,9.2,Sample,,,
2020/04/21 00:40:00,7.5,26.5,3.5,13.30,75.9,9.1,Sample,,,
2020/04/21 00:41:00,9.6,24.6,3.7,13.30,76.4,9.2,Sample,,,
2020/04/21 00:42:00,8.9,24.8,3.4,13.30,76.4,9.2,Sample,,,
2020/04/21 00:43:00,12.2,21.0,3.5,13.31,76.5,9.3,Sample,,,
2020/04/21 00:44:00,10.1,21.8,3.6,13.36,76.4,9.3,Sample,,,
2020/04/21 00:45:00,9.5,20.7,3.8,13.40,76.4,9.3,Sample,,,
2020/04/21 00:46:00,12.1,18.9,3.5,13.40,76.5,9.3,Sample,,,
2020/04/21 00:47:00,7.0,21.8,3.4,13.40,76.4,9.3,Sample,,,
2020/04/21 00:48:00,6.6,22.9,3.9,13.40,76.6,9.4,Sample,,,
