Harvey Mudd College · AQY BD-1161 (AQY BD-1161)
Data export
4/17/2020 12:00 AM to 4/18/2020 12:00 AM
(UTC-08:00) Pacific Time (US & Canada) (Summer time adjusted)
Averaging period: Raw data

Time,NO2 (ppb),O3 (ppb),PM2.5 (µg/m³),TEMP (°C),RH (%),DP (°C),Inlet,Journal category,Created by,Details
2020/04/17 00:00:00,9.5,16.5,4.3,11.92,73.9,7.4,Sample,,,
2020/04/17 00:01:00,9.5,17.2,4.2,11.91,74.0,7.4,Sample,,,
2020/04/17 00:02:00,11.1,17.5,4.6,11.92,74.1,7.4,Sample,,,
2020/04/17 00:03:00,10.3,17.8,4.5,11.93,74.3,7.5,Sample,,,
2020/04/17 00:04:00,9.8,19.7,4.5,11.90,74.6,7.5,Sample,,,
2020/04/17 00:05:00,9.3,18.9,4.6,11.90,75.0,7.6,Sample,,,
2020/04/17 00:06:00,10.1,17.9,4.6,11.90,75.2,7.6,Sample,,,
2020/04/17 00:07:00,11.4,18.1,4.5,11.88,75.5,7.7,Sample,,,
2020/04/17 00:08:00,13.1,14.2,4.5,11.83,75.4,7.6,Sample,,,
2020/04/17 00:09:00,15.2,10.5,4.4,11.90,75.4,7.7,Sample,,,
2020/04/17 00:10:00,13.1,14.9,4.3,11.98,75.1,7.7,Sample,,,
2020/04/17 00:11:00,10.0,16.5,4.3,12.05,74.9,7.7,Sample,,,
2020/04/17 00:12:00,9.8,13.4,4.3,12.12,74.4,7.7,Sample,,,
2020/04/17 00:13:00,7.0,14.3,4.3,12.19,74.2,7.7,Sample,,,
2020/04/17 00:14:00,10.4,14.8,4.3,12.20,73.9,7.7,Sample,,,
2020/04/17 00:15:00,8.3,15.1,4.4,12.22,73.7,7.6,Sample,,,
2020/04/17 00:16:00,5.8,15.7,4.2,12.30,73.6,7.7,Sample,,,
2020/04/17 00:17:00,7.8,15.9,4.4,12.30,72.4,7.5,Sample,,,
2020/04/17 00:18:00,9.1,14.1,4.3,12.30,72.5,7.5,Sample,,,
2020/04/17 00:19:00,9.9,14.5,4.3,12.30,72.6,7.5,Sample,,,
2020/04/17 00:20:00,9.5,15.6,4.1,12.30,71.8,7.4,Sample,,,
2020/04/17 00:21:00,11.1,15.0,3.9,12.30,72.3,7.4,Sample,,,
2020/04/17 00:22:00,12.4,14.1,4.2,12.30,71.5,7.3,Sample,,,
2020/04/17 00:23:00,15.0,12.2,4.2,12.27,71.6,7.3,Sample,,,
2020/04/17 00:24:00,16.2,10.5,4.1,12.20,72.1,7.3,Sample,,,
2020/04/17 00:25:00,14.3,13.2,4.1,12.20,71.7,7.2,Sample,,,
2020/04/17 00:26:00,13.8,14.2,4.0,12.16,71.9,7.2,Sample,,,
2020/04/17 00:27:00,13.1,12.5,3.8,12.13,72.9,7.4,Sample,,,
2020/04/17 00:28:00,12.5,12.0,3.8,12.19,72.8,7.4,Sample,,,
2020/04/17 00:29:00,10.5,14.8,4.1,12.17,72.1,7.3,Sample,,,
2020/04/17 00:30:00,11.3,15.8,4.2,12.11,72.0,7.2,Sample,,,
2020/04/17 00:31:00,14.0,15.4,4.0,12.10,72.1,7.2,Sample,,,
2020/04/17 00:32:00,14.1,15.0,4.1,12.07,72.5,7.3,Sample,,,
2020/04/17 00:33:00,13.5,14.6,4.3,12.08,72.4,7.3,Sample,,,
2020/04/17 00:34:00,13.1,14.6,4.0,12.07,72.4,7.2,Sample,,,
2020/04/17 00:35:00,11.8,15.3,4.3,12.08,71.9,7.2,Sample,,,
2020/04/17 00:36:00,11.6,16.4,3.8,12.04,71.5,7.0,Sample,,,
2020/04/17 00:37:00,11.0,17.6,3.9,12.00,71.2,6.9,Sample,,,
2020/04/17 00:38:00,10.2,17.4,4.1,12.02,71.8,7.1,Sample,,,
2020/04/17 00:39:00,13.2,14.1,3.9,12.02,71.7,7.1,Sample,,,
2020/04/17 00:40:00,14.4,11.7,3.7,12.05,72.0,7.2,Sample,,,
2020/04/17 00:41:00,15.7,9.2,3.7,12.07,72.2,7.2,Sample,,,
2020/04/17 00:42:00,9.0,13.7,3.4,12.10,71.8,7.2,Sample,,,
2020/04/17 00:43:00,6.6,17.2,3.5,12.09,71.5,7.1,Sample,,,
2020/04/17 00:44:00,8.1,14.8,3.4,12.09,71.2,7.0,Sample,,,
2020/04/17 00:45:00,8.1,15.6,3.5,12.09,70.7,6.9,Sample,,,
2020/04/17 00:46:00,6.2,18.8,3.6,12.01,69.4,6.6,Sample,,,
2020/04/17 00:47:00,6.7,19.6,3.6,12.00,69.1,6.5,Sample,,,
2020/04/17 00:48:00,10.3,18.6,3.6,12.00,69.1,6.5,Sample,,,
2020/04/17 00:49:00,11.8,19.2,3.5,11.99,69.4,6.6,Sample,,,
2020/04/17 00:50:00,11.3,18.6,3.2,11.99,70.1,6.7,Sample,,,
2020/04/17 00:51:00,11.9,17.6,3.3,11.99,70.8,6.8,Sample,,,
2020/04/17 00:52:00,12.0,18.1,3.5,12.00,70.1,6.7,Sample,,,
2020/04/17 00:53:00,12.5,18.1,3.5,11.98,69.7,6.6,Sample,,,
2020/04/17 00:54:00,11.2,18.3,3.3,11.93,69.0,6.4,Sample,,,
2020/04/17 00:55:00,11.8,18.5,3.4,11.90,69.0,6.4,Sample,,,
2020/04/17 00:56:00,12.6,18.0,3.3,11.90,69.8,6.5,Sample,,,
2020/04/17 00:57:00,18.9,12.7,3.7,11.90,69.0,6.4,Sample,,,
2020/04/17 00:58:00,21.9,9.9,3.4,11.90,69.1,6.4,Sample,,,
2020/04/17 00:59:00,17.5,14.2,3.5,11.90,69.4,6.5,Sample,,,
2020/04/17 01:00:00,15.4,16.1,3.4,11.86,69.4,6.4,Sample,,,
2020/04/17 01:01:00,14.2,17.0,3.1,11.81,68.9,6.3,Sample,,,
2020/04/17 01:02:00,12.4,18.0,3.3,11.80,68.9,6.3,Sample,,,
2020/04/17 01:03:00,11.9,18.7,3.1,11.79,68.8,6.3,Sample,,,
2020/04/17 01:04:00,11.1,18.8,3.2,11.78,68.8,6.2,Sample,,,
2020/04/17 01:05:00,11.2,19.4,3.1,11.75,68.3,6.1,Sample,,,
2020/04/17 01:06:00,10.0,20.5,2.8,11.70,68.4,6.1,Sample,,,
2020/04/17 01:07:00,9.1,20.9,2.9,11.72,68.2,6.0,Sample,,,
2020/04/17 01:08:00,10.3,21.4,2.9,11.70,67.0,5.8,Sample,,,
2020/04/17 01:09:00,11.2,21.3,2.7,11.70,66.5,5.7,Sample,,,
2020/04/17 01:10:00,12.4,20.6,3.0,11.70,67.0,5.8,Sample,,,
2020/04/17 01:11:00,14.3,20.0,2.9,11.70,66.9,5.7,Sample,,,
2020/04/17 01:12:00,13.6,20.3,2.7,11.63,66.8,5.7,Sample,,,
2020/04/17 01:13:00,13.0,20.6,2.7,11.60,66.7,5.6,Sample,,,
2020/04/17 01:14:00,13.7,19.5,2.7,11.60,67.0,5.7,Sample,,,
2020/04/17 01:15:00,13.1,18.3,2.7,11.60,67.8,5.8,Sample,,,
2020/04/17 01:16:00,14.1,17.3,2.5,11.60,67.5,5.8,Sample,,,
2020/04/17 01:17:00,15.0,17.1,2.9,11.60,66.8,5.6,Sample,,,
2020/04/17 01:18:00,13.0,19.2,2.6,11.60,66.8,5.6,Sample,,,
2020/04/17 01:19:00,13.9,17.4,2.8,11.69,67.5,5.9,Sample,,,
2020/04/17 01:20:00,13.7,16.3,2.8,11.70,67.2,5.8,Sample,,,
2020/04/17 01:21:00,10.0,20.0,2.7,11.70,68.1,6.0,Sample,,,
2020/04/17 01:22:00,10.1,21.8,2.8,11.73,66.5,5.7,Sample,,,
2020/04/17 01:23:00,10.6,21.8,2.6,11.80,66.9,5.8,Sample,,,
2020/04/17 01:24:00,10.3,22.4,2.9,11.80,65.8,5.6,Sample,,,
2020/04/17 01:25:00,11.7,22.3,2.6,11.85,65.9,5.7,Sample,,,
2020/04/17 01:26:00,12.7,22.5,2.8,11.88,65.1,5.5,Sample,,,
2020/04/17 01:27:00,12.3,23.4,2.8,11.87,64.7,5.4,Sample,,,
2020/04/17 01:28:00,12.7,24.0,2.9,11.90,65.2,5.6,Sample,,,
2020/04/17 01:29:00,13.1,22.3,2.6,11.90,66.0,5.7,Sample,,,
2020/04/17 01:30:00,12.6,23.1,2.9,11.89,64.7,5.4,Sample,,,
2020/04/17 01:31:00,12.9,23.4,2.9,11.89,64.6,5.4,Sample,,,
2020/04/17 01:32:00,13.1,23.0,2.6,11.88,64.6,5.4,Sample,,,
2020/04/17 01:33:00,13.2,22.6,2.4,11.88,65.9,5.7,Sample,,,
2020/04/17 01:34:00,13.3,22.2,2.6,11.84,66.6,5.8,Sample,,,
2020/04/17 01:35:00,17.1,17.4,2.4,11.87,67.4,6.0,Sample,,,
2020/04/17 01:36:00,17.7,17.0,2.6,11.82,65.9,5.6,Sample,,,
2020/04/17 01:37:00,12.2,22.5,2.5,11.82,66.0,5.7,Sample,,,
2020/04/17 01:38:00,12.3,22.3,2.5,11.82,65.9,5.6,Sample,,,
2020/04/17 01:39:00,13.1,21.8,2.7,11.86,65.9,5.7,Sample,,,
2020/04/17 01:40:00,15.5,21.0,2.8,11.80,65.2,5.5,Sample,,,
2020/04/17 01:41:00,15.0,20.4,2.7,11.81,65.3,5.5,Sample,,,
2020/04/17 01:42:00,14.4,19.5,2.8,11.82,66.2,5.7,Sample,,,
2020/04/17 01:43:00,11.1,20.5,2.8,11.85,67.0,5.9,Sample,,,
2020/04/17 01:44:00,10.6,21.8,2.7,11.86,66.9,5.9,Sample,,,
2020/04/17 01:45:00,11.6,19.4,2.7,11.84,66.5,5.8,Sample,,,
2020/04/17 01:46:00,12.4,18.0,2.8,11.77,66.4,5.7,Sample,,,
2020/04/17 01:47:00,12.7,19.2,2.8,11.63,66.4,5.6,Sample,,,
2020/04/17 01:48:00,14.4,19.4,2.6,11.48,66.2,5.4,Sample,,,
