Harvey Mudd College · AQY BD-1161 (AQY BD-1161)
Data export
4/3/2020 12:00 AM to 4/4/2020 12:00 AM
(UTC-08:00) Pacific Time (US & Canada) (Summer time adjusted)
Averaging period: Raw data

Time,NO2 (ppb),O3 (ppb),PM2.5 (µg/m³),TEMP (°C),RH (%),DP (°C),Inlet,Journal category,Created by,Details
2020/04/03 00:00:00,3.3,25.4,5.2,12.43,78.6,8.8,Sample,,,
2020/04/03 00:01:00,1.4,27.7,5.3,12.42,79.0,8.9,Sample,,,
2020/04/03 00:02:00,-0.7,30.8,5.1,12.39,79.4,8.9,Sample,,,
2020/04/03 00:03:00,-0.5,30.5,5.1,12.38,79.4,8.9,Sample,,,
2020/04/03 00:04:00,3.5,25.6,4.8,12.39,79.4,8.9,Sample,,,
2020/04/03 00:05:00,7.3,21.6,5.1,12.40,79.4,8.9,Sample,,,
2020/04/03 00:06:00,2.1,24.0,5.0,12.40,79.4,8.9,Sample,,,
2020/04/03 00:07:00,-0.1,25.2,5.2,12.40,79.5,9.0,Sample,,,
2020/04/03 00:08:00,-0.6,27.1,5.1,12.31,79.4,8.8,Sample,,,
2020/04/03 00:09:00,3.3,23.2,4.9,12.30,79.4,8.8,Sample,,,
2020/04/03 00:10:00,5.8,20.4,4.9,12.30,79.4,8.8,Sample,,,
2020/04/03 00:11:00,1.3,23.3,4.6,12.30,79.2,8.8,Sample,,,
2020/04/03 00:12:00,-3.4,28.0,4.6,12.37,78.9,8.8,Sample,,,
2020/04/03 00:13:00,-0.9,25.8,4.7,12.40,78.6,8.8,Sample,,,
2020/04/03 00:14:00,3.4,21.3,4.5,12.40,78.4,8.8,Sample,,,
2020/04/03 00:15:00,2.1,22.2,4.9,12.41,78.3,8.7,Sample,,,
2020/04/03 00:16:00,-0.9,26.5,5.0,12.43,78.8,8.9,Sample,,,
2020/04/03 00:17:00,0.2,27.7,5.0,12.48,78.8,8.9,Sample,,,
2020/04/03 00:18:00,2.3,26.1,5.5,12.48,78.4,8.8,Sample,,,
2020/04/03 00:19:00,4.5,24.7,5.2,12.50,78.7,8.9,Sample,,,
2020/04/03 00:20:00,4.0,25.9,4.9,12.50,78.4,8.8,Sample,,,
2020/04/03 00:21:00,12.5,17.6,4.9,12.49,78.1,8.8,Sample,,,
2020/04/03 00:22:00,13.9,15.1,5.4,12.40,78.1,8.7,Sample,,,
2020/04/03 00:23:00,7.3,21.5,5.5,12.41,78.6,8.8,Sample,,,
2020/04/03 00:24:00,8.1,22.5,5.4,12.41,78.6,8.8,Sample,,,
2020/04/03 00:25:00,10.3,22.5,5.4,12.43,78.4,8.8,Sample,,,
2020/04/03 00:26:00,11.5,21.5,5.6,12.43,78.3,8.7,Sample,,,
2020/04/03 00:27:00,10.8,21.9,5.5,12.40,78.6,8.8,Sample,,,
2020/04/03 00:28:00,10.0,22.7,5.7,12.35,78.7,8.8,Sample,,,
2020/04/03 00:29:00,9.1,23.2,5.7,12.30,78.8,8.7,Sample,,,
2020/04/03 00:30:00,8.2,23.6,5.6,12.28,78.9,8.7,Sample,,,
2020/04/03 00:31:00,8.0,23.4,5.5,12.20,79.2,8.7,Sample,,,
2020/04/03 00:32:00,8.7,22.4,5.3,12.19,79.2,8.7,Sample,,,
2020/04/03 00:33:00,9.3,21.7,5.1,12.20,79.2,8.7,Sample,,,
2020/04/03 00:34:00,8.5,22.3,5.5,12.20,79.1,8.7,Sample,,,
2020/04/03 00:35:00,8.8,22.2,5.5,12.19,79.3,8.7,Sample,,,
2020/04/03 00:36:00,10.0,21.2,5.3,12.17,79.1,8.7,Sample,,,
2020/04/03 00:37:00,8.5,20.6,5.2,12.12,79.0,8.6,Sample,,,
2020/04/03 00:38:00,7.8,19.7,5.2,12.10,79.0,8.6,Sample,,,
2020/04/03 00:39:00,8.1,18.4,5.1,12.06,79.0,8.5,Sample,,,
2020/04/03 00:40:00,7.5,16.6,5.1,12.00,79.1,8.5,Sample,,,
2020/04/03 00:41:00,8.4,14.6,5.1,12.00,79.1,8.5,Sample,,,
2020/04/03 00:42:00,7.0,14.6,4.8,12.00,79.0,8.5,Sample,,,
2020/04/03 00:43:00,7.3,14.0,5.3,12.00,79.0,8.5,Sample,,,
