Harvey Mudd College · AQY BD-1161 (AQY BD-1161)
Data export
3/20/2020 12:00 AM to 3/21/2020 12:00 AM
(UTC-08:00) Pacific Time (US & Canada) (Summer time adjusted)
Averaging period: Raw data

Time,NO2 (ppb),O3 (ppb),PM2.5 (µg/m³),TEMP (°C),RH (%),DP (°C),Inlet,Journal category,Created by,Details
2020/03/20 10:04:00,,,3.5,18.20,59.6,10.2,Sample,System,Local instrument,System startup
,,,,,,,,System,Local instrument,"Sensors Ox, PM2.5 raw, TEMP, RH online"
,,,,,,,,System,Local instrument,Sensor O3 raw offline
2020/03/20 10:05:00,5.4,0.0,3.5,18.35,58.4,10.0,Sample,System,Local instrument,Sensor O3 raw online
2020/03/20 10:06:00,-13.4,16.2,3.7,18.52,57.5,10.0,Sample,,,
2020/03/20 10:07:00,-2.8,7.3,3.6,18.67,56.9,10.0,Sample,,,
2020/03/20 10:08:00,6.5,0.0,3.3,18.82,56.9,10.1,Sample,,,
2020/03/20 10:09:00,7.4,0.0,3.7,18.96,56.8,10.2,Sample,,,
2020/03/20 10:10:00,8.2,0.0,3.4,19.10,56.5,10.2,Sample,,,
2020/03/20 10:11:00,7.3,0.0,3.8,19.17,55.8,10.1,Sample,,,
2020/03/20 10:12:00,7.3,0.0,3.6,19.30,55.3,10.1,Sample,,,
2020/03/20 10:13:00,6.9,0.0,3.2,19.41,54.6,10.0,Sample,Configuration,Cloud user · DruAnn Thomas,Auto export email settings saved
2020/03/20 10:15:00,,,,,,,,System,Local instrument,System startup
2020/03/20 10:16:00,44.5,0.0,0.9,18.35,52.8,8.5,Sample,System,Local instrument,"Sensors Ox, PM2.5 raw, TEMP, RH online"
,,,,,,,,System,Local instrument,Sensor O3 raw offline
,,,,,,,,System,Local instrument,Sensor O3 raw online
2020/03/20 10:17:00,29.6,12.3,1.0,18.13,51.5,7.9,Sample,,,
2020/03/20 10:18:00,6.0,20.5,0.8,17.70,48.8,6.8,Sample,,,
2020/03/20 10:19:00,14.6,20.4,0.8,17.48,49.9,6.9,Sample,,,
2020/03/20 10:20:00,15.1,21.3,0.8,17.38,51.6,7.3,Sample,,,
2020/03/20 10:21:00,19.5,20.5,0.8,17.59,52.3,7.7,Sample,,,
2020/03/20 10:22:00,23.8,22.4,0.8,17.85,50.9,7.5,Sample,,,
2020/03/20 10:23:00,23.6,22.1,0.9,17.88,47.3,6.5,Sample,,,
2020/03/20 10:24:00,19.1,25.4,1.0,17.88,47.5,6.5,Sample,,,
2020/03/20 10:25:00,17.4,24.7,0.9,17.81,49.2,7.0,Sample,,,
2020/03/20 10:26:00,24.5,22.1,0.8,17.77,50.9,7.5,Sample,,,
2020/03/20 10:27:00,11.9,25.2,0.9,17.50,48.4,6.5,Sample,,,
