Harvey Mudd College · AQY BD-1161 (AQY BD-1161)
Data export
4/15/2020 12:00 AM to 4/16/2020 12:00 AM
(UTC-08:00) Pacific Time (US & Canada) (Summer time adjusted)
Averaging period: Raw data

Time,NO2 (ppb),O3 (ppb),PM2.5 (µg/m³),TEMP (°C),RH (%),DP (°C),Inlet,Journal category,Created by,Details
2020/04/15 00:00:00,22.3,33.8,1.7,14.68,44.0,2.6,Sample,,,
2020/04/15 00:01:00,24.1,30.3,1.5,14.56,48.7,3.9,Sample,,,
2020/04/15 00:02:00,25.6,28.7,1.6,14.45,48.6,3.7,Sample,,,
2020/04/15 00:03:00,24.7,30.0,1.6,14.33,43.8,2.2,Sample,,,
2020/04/15 00:04:00,18.8,32.6,1.6,14.30,43.7,2.1,Sample,,,
2020/04/15 00:05:00,19.0,32.8,1.4,14.27,43.8,2.1,Sample,,,
2020/04/15 00:06:00,18.8,33.0,1.6,14.27,42.9,1.8,Sample,,,
2020/04/15 00:07:00,18.6,33.4,1.5,14.25,43.9,2.1,Sample,,,
2020/04/15 00:08:00,21.6,32.4,1.5,14.20,42.9,1.8,Sample,,,
2020/04/15 00:09:00,21.0,31.9,1.7,14.20,43.2,1.9,Sample,,,
2020/04/15 00:10:00,19.4,32.9,1.5,14.20,42.9,1.7,Sample,,,
2020/04/15 00:11:00,19.8,32.9,1.6,14.20,42.7,1.7,Sample,,,
2020/04/15 00:12:00,20.6,32.5,1.6,14.20,43.4,1.9,Sample,,,
2020/04/15 00:13:00,20.2,33.0,1.5,14.18,43.8,2.0,Sample,,,
2020/04/15 00:14:00,23.7,31.3,1.6,14.12,45.1,2.4,Sample,,,
2020/04/15 00:15:00,26.4,28.9,1.6,14.10,44.6,2.2,Sample,,,
2020/04/15 00:16:00,22.9,31.6,1.6,14.08,44.1,2.0,Sample,,,
2020/04/15 00:17:00,21.1,33.3,1.6,14.05,43.8,1.9,Sample,,,
2020/04/15 00:18:00,22.4,32.3,1.5,14.01,44.8,2.2,Sample,,,
2020/04/15 00:19:00,21.5,32.3,1.5,14.00,44.5,2.1,Sample,,,
2020/04/15 00:20:00,22.9,31.5,1.6,13.98,44.4,2.0,Sample,,,
2020/04/15 00:21:00,23.3,30.8,1.5,13.91,45.2,2.2,Sample,,,
2020/04/15 00:22:00,25.4,27.7,1.9,13.88,49.6,3.5,Sample,,,
2020/04/15 00:23:00,24.6,28.8,1.7,13.82,47.4,2.8,Sample,,,
2020/04/15 00:24:00,22.0,29.5,1.6,13.79,48.2,3.0,Sample,,,
2020/04/15 00:25:00,24.6,27.9,1.7,13.72,49.0,3.2,Sample,,,
2020/04/15 00:26:00,19.2,28.1,1.9,13.70,52.3,4.1,Sample,,,
2020/04/15 00:27:00,17.7,27.2,1.9,13.68,52.3,4.1,Sample,,,
2020/04/15 00:28:00,17.2,27.0,2.0,13.64,48.3,2.9,Sample,,,
2020/04/15 00:29:00,13.2,28.5,2.1,13.66,47.9,2.8,Sample,,,
2020/04/15 00:30:00,14.2,29.7,2.1,13.60,47.0,2.5,Sample,,,
2020/04/15 00:31:00,13.9,30.3,2.0,13.60,47.0,2.5,Sample,,,
2020/04/15 00:32:00,22.7,27.4,1.6,13.62,46.9,2.5,Sample,,,
2020/04/15 00:33:00,22.6,27.2,1.6,13.62,46.3,2.3,Sample,,,
2020/04/15 00:34:00,18.3,31.1,1.7,13.64,45.5,2.1,Sample,,,
2020/04/15 00:35:00,17.8,32.7,1.5,13.70,45.7,2.2,Sample,,,
2020/04/15 00:36:00,21.2,31.1,1.6,13.68,46.4,2.4,Sample,,,
2020/04/15 00:37:00,22.5,30.7,1.6,13.60,46.2,2.3,Sample,,,
2020/04/15 00:38:00,22.3,31.4,1.8,13.60,47.2,2.5,Sample,,,
2020/04/15 00:39:00,23.0,31.2,1.8,13.60,47.2,2.5,Sample,,,
2020/04/15 00:40:00,24.0,29.8,1.7,13.60,46.7,2.4,Sample,,,
2020/04/15 00:41:00,24.4,29.2,1.8,13.60,46.7,2.4,Sample,,,
