Harvey Mudd College · AQY BD-1161 (AQY BD-1161)
Data export
4/9/2020 12:00 AM to 4/10/2020 12:00 AM
(UTC-08:00) Pacific Time (US & Canada) (Summer time adjusted)
Averaging period: Raw data

Time,NO2 (ppb),O3 (ppb),PM2.5 (µg/m³),TEMP (°C),RH (%),DP (°C),Inlet,Journal category,Created by,Details
2020/04/09 00:00:00,11.5,21.5,1.4,8.90,88.2,7.0,Sample,,,
2020/04/09 00:01:00,13.3,20.4,1.5,8.90,88.2,7.0,Sample,,,
2020/04/09 00:02:00,15.2,18.9,1.7,8.90,88.9,7.2,Sample,,,
2020/04/09 00:03:00,15.5,18.9,1.8,8.90,89.4,7.3,Sample,,,
2020/04/09 00:04:00,13.9,19.8,1.6,8.89,89.2,7.2,Sample,,,
2020/04/09 00:05:00,13.0,20.1,1.6,8.87,89.1,7.2,Sample,,,
2020/04/09 00:06:00,12.4,20.3,1.2,8.85,88.9,7.1,Sample,,,
2020/04/09 00:07:00,9.0,21.4,1.0,8.85,88.7,7.1,Sample,,,
2020/04/09 00:08:00,10.2,20.8,1.1,8.88,89.3,7.2,Sample,,,
2020/04/09 00:09:00,9.6,21.5,1.0,8.89,88.8,7.1,Sample,,,
2020/04/09 00:10:00,9.5,21.4,1.1,8.90,89.4,7.2,Sample,,,
2020/04/09 00:11:00,10.6,20.1,0.9,8.90,89.7,7.3,Sample,,,
2020/04/09 00:12:00,9.4,20.7,0.9,8.90,88.9,7.2,Sample,,,
2020/04/09 00:13:00,8.5,21.1,1.2,8.90,88.8,7.1,Sample,,,
2020/04/09 00:14:00,9.6,20.0,1.3,8.90,89.7,7.3,Sample,,,
2020/04/09 00:15:00,10.7,18.5,1.1,8.90,89.4,7.3,Sample,,,
2020/04/09 00:16:00,8.2,20.9,1.3,8.91,88.8,7.2,Sample,,,
2020/04/09 00:17:00,5.8,22.6,1.2,8.97,88.7,7.2,Sample,,,
2020/04/09 00:18:00,6.6,22.6,1.2,8.93,88.1,7.1,Sample,,,
2020/04/09 00:19:00,7.5,22.1,1.1,8.93,88.4,7.1,Sample,,,
