Harvey Mudd College · AQY BD-1161 (AQY BD-1161)
Data export
3/31/2020 12:00 AM to 4/1/2020 12:00 AM
(UTC-08:00) Pacific Time (US & Canada) (Summer time adjusted)
Averaging period: Raw data

Time,NO2 (ppb),O3 (ppb),PM2.5 (µg/m³),TEMP (°C),RH (%),DP (°C),Inlet,Journal category,Created by,Details
2020/03/31 00:00:00,15.9,18.1,3.9,12.70,64.9,6.3,Sample,,,
2020/03/31 00:01:00,15.5,18.3,3.6,12.70,64.7,6.2,Sample,,,
2020/03/31 00:02:00,14.5,18.3,3.5,12.72,64.8,6.3,Sample,,,
2020/03/31 00:03:00,13.7,18.7,3.5,12.71,64.5,6.2,Sample,,,
2020/03/31 00:04:00,13.2,18.6,3.5,12.72,64.5,6.2,Sample,,,
2020/03/31 00:05:00,12.5,19.3,3.3,12.80,64.4,6.2,Sample,,,
2020/03/31 00:06:00,12.1,20.8,3.3,12.80,64.1,6.2,Sample,,,
2020/03/31 00:07:00,13.0,20.9,3.3,12.82,63.9,6.1,Sample,,,
2020/03/31 00:08:00,14.7,20.1,3.3,12.89,63.7,6.2,Sample,,,
2020/03/31 00:09:00,15.1,20.2,3.6,12.90,63.7,6.2,Sample,,,
2020/03/31 00:10:00,14.9,20.4,3.6,12.90,63.4,6.1,Sample,,,
2020/03/31 00:11:00,14.6,20.4,3.5,12.91,63.4,6.1,Sample,,,
2020/03/31 00:12:00,14.9,20.0,3.4,12.90,63.5,6.1,Sample,,,
2020/03/31 00:13:00,13.4,21.1,3.4,12.91,63.2,6.1,Sample,,,
2020/03/31 00:14:00,12.8,21.6,3.4,12.98,62.9,6.1,Sample,,,
2020/03/31 00:15:00,12.8,21.2,3.5,13.00,63.0,6.1,Sample,,,
2020/03/31 00:16:00,12.9,20.4,3.6,13.00,62.9,6.1,Sample,,,
2020/03/31 00:17:00,12.3,20.4,3.3,12.90,63.1,6.0,Sample,,,
2020/03/31 00:18:00,10.9,22.0,3.6,12.82,63.1,6.0,Sample,,,
2020/03/31 00:19:00,12.0,21.6,3.4,12.77,63.8,6.1,Sample,,,
2020/03/31 00:20:00,12.3,21.1,3.5,12.70,63.9,6.0,Sample,,,
2020/03/31 00:21:00,8.5,23.8,3.5,12.70,63.8,6.0,Sample,,,
2020/03/31 00:22:00,9.1,23.5,3.4,12.68,64.2,6.1,Sample,,,
2020/03/31 00:23:00,12.5,21.6,3.3,12.60,64.3,6.0,Sample,,,
2020/03/31 00:24:00,12.9,22.3,3.4,12.57,64.2,6.0,Sample,,,
2020/03/31 00:25:00,16.0,21.5,3.6,12.50,64.5,6.0,Sample,,,
2020/03/31 00:26:00,16.7,21.5,3.7,12.50,64.8,6.1,Sample,,,
2020/03/31 00:27:00,15.3,22.6,3.7,12.45,65.0,6.0,Sample,,,
2020/03/31 00:28:00,14.1,23.3,3.4,12.43,65.1,6.0,Sample,,,
