Harvey Mudd College · AQY BD-1161 (AQY BD-1161)
Data export
4/6/2020 12:00 AM to 4/7/2020 12:00 AM
(UTC-08:00) Pacific Time (US & Canada) (Summer time adjusted)
Averaging period: Raw data

Time,NO2 (ppb),O3 (ppb),PM2.5 (µg/m³),TEMP (°C),RH (%),DP (°C),Inlet,Journal category,Created by,Details
2020/04/06 00:00:00,1.9,25.7,0.6,10.81,85.8,8.5,Sample,,,
2020/04/06 00:01:00,3.0,24.0,0.6,10.80,86.6,8.7,Sample,,,
2020/04/06 00:02:00,1.8,24.4,0.6,10.80,87.1,8.7,Sample,,,
2020/04/06 00:03:00,1.1,24.8,0.5,10.80,87.2,8.8,Sample,,,
2020/04/06 00:04:00,-0.5,26.4,0.5,10.71,86.9,8.6,Sample,,,
2020/04/06 00:05:00,6.8,19.7,0.5,10.72,87.5,8.7,Sample,,,
2020/04/06 00:06:00,10.3,15.7,0.5,10.80,87.9,8.9,Sample,,,
2020/04/06 00:07:00,6.2,18.7,0.5,10.86,87.9,8.9,Sample,,,
2020/04/06 00:08:00,2.5,18.8,0.5,10.90,88.0,9.0,Sample,,,
2020/04/06 00:09:00,4.9,14.5,0.5,10.98,87.9,9.1,Sample,,,
2020/04/06 00:10:00,5.1,12.9,0.4,11.00,88.0,9.1,Sample,,,
2020/04/06 00:11:00,-0.1,18.1,0.4,11.07,87.8,9.1,Sample,,,
2020/04/06 00:12:00,0.0,18.2,0.4,11.09,87.3,9.1,Sample,,,
2020/04/06 00:13:00,-0.5,18.8,0.4,11.08,86.8,9.0,Sample,,,
2020/04/06 00:14:00,-0.1,19.2,0.4,11.02,86.8,8.9,Sample,,,
2020/04/06 00:15:00,-0.9,20.2,0.3,11.10,87.1,9.0,Sample,,,
2020/04/06 00:16:00,-1.7,20.7,0.3,11.10,87.0,9.0,Sample,,,
2020/04/06 00:17:00,-6.8,25.6,0.2,11.10,86.4,8.9,Sample,,,
2020/04/06 00:18:00,-8.3,26.9,0.4,11.11,86.3,8.9,Sample,,,
2020/04/06 00:19:00,-1.9,22.1,0.3,11.07,85.8,8.8,Sample,,,
2020/04/06 00:20:00,3.9,17.4,0.3,11.00,86.1,8.8,Sample,,,
2020/04/06 00:21:00,4.3,16.2,0.3,11.00,86.6,8.8,Sample,,,
2020/04/06 00:22:00,-1.1,20.8,0.4,11.10,86.8,9.0,Sample,,,
2020/04/06 00:23:00,-6.8,26.8,0.3,11.10,86.3,8.9,Sample,,,
2020/04/06 00:24:00,-2.8,23.8,0.3,11.10,86.3,8.9,Sample,,,
2020/04/06 00:25:00,0.2,20.4,0.3,11.10,86.6,8.9,Sample,,,
2020/04/06 00:26:00,-0.4,20.1,0.3,11.10,86.6,8.9,Sample,,,
2020/04/06 00:27:00,-2.5,23.8,0.3,11.10,86.4,8.9,Sample,,,
2020/04/06 00:28:00,-3.0,24.7,0.4,11.10,86.5,8.9,Sample,,,
2020/04/06 00:29:00,-4.0,25.2,0.3,11.10,86.4,8.9,Sample,,,
2020/04/06 00:30:00,-3.5,26.2,0.4,11.09,86.5,8.9,Sample,,,
2020/04/06 00:31:00,-3.9,26.1,0.3,11.01,86.6,8.9,Sample,,,
2020/04/06 00:32:00,-3.8,26.5,0.3,11.00,86.6,8.8,Sample,,,
2020/04/06 00:33:00,-0.6,23.8,0.3,11.00,86.7,8.9,Sample,,,
2020/04/06 00:34:00,2.8,20.1,0.3,11.00,86.3,8.8,Sample,,,
2020/04/06 00:35:00,-0.1,22.5,0.3,11.00,86.6,8.8,Sample,,,
2020/04/06 00:36:00,-3.1,26.1,0.3,11.00,86.7,8.9,Sample,,,
2020/04/06 00:37:00,3.1,19.8,0.3,10.98,86.9,8.9,Sample,,,
2020/04/06 00:38:00,-0.9,22.3,0.3,10.97,86.7,8.8,Sample,,,
2020/04/06 00:39:00,-1.9,22.0,0.3,11.00,87.2,9.0,Sample,,,
2020/04/06 00:40:00,0.3,15.9,0.3,11.00,87.3,9.0,Sample,,,
2020/04/06 00:41:00,-1.3,17.8,0.3,11.00,87.2,8.9,Sample,,,
2020/04/06 00:42:00,-3.1,19.2,0.3,11.00,87.1,8.9,Sample,,,
2020/04/06 00:43:00,-3.3,20.0,0.4,11.00,87.0,8.9,Sample,,,
2020/04/06 00:44:00,-6.1,23.4,0.4,11.00,86.9,8.9,Sample,,,
2020/04/06 00:45:00,-7.5,25.2,0.4,11.00,86.9,8.9,Sample,,,
2020/04/06 00:46:00,-4.1,24.6,0.3,11.00,87.2,8.9,Sample,,,
2020/04/06 00:47:00,-2.2,23.0,0.4,11.00,87.1,8.9,Sample,,,
2020/04/06 00:48:00,-1.3,23.9,0.4,10.98,87.2,8.9,Sample,,,
2020/04/06 00:49:00,-2.0,26.8,0.4,10.92,87.0,8.8,Sample,,,
2020/04/06 00:50:00,-2.0,28.2,0.3,10.88,86.5,8.7,Sample,,,
2020/04/06 00:51:00,-0.6,28.8,0.4,10.78,86.2,8.6,Sample,,,
2020/04/06 00:52:00,1.0,27.8,0.3,10.71,86.7,8.6,Sample,,,
2020/04/06 00:53:00,2.4,26.6,0.4,10.70,87.5,8.7,Sample,,,
2020/04/06 00:54:00,3.0,26.0,0.4,10.71,87.8,8.8,Sample,,,
2020/04/06 00:55:00,3.2,25.8,0.4,10.77,87.8,8.8,Sample,,,
2020/04/06 00:56:00,4.1,25.0,0.3,10.79,87.9,8.9,Sample,,,
2020/04/06 00:57:00,6.4,21.2,0.4,10.80,87.9,8.9,Sample,,,
2020/04/06 00:58:00,3.1,23.4,0.4,10.80,87.9,8.9,Sample,,,
2020/04/06 00:59:00,-1.8,26.5,0.4,10.80,87.9,8.9,Sample,,,
2020/04/06 01:00:00,0.7,22.7,0.4,10.80,87.9,8.9,Sample,,,
2020/04/06 01:01:00,-1.7,25.1,0.4,10.80,87.9,8.9,Sample,,,
2020/04/06 01:02:00,-3.3,27.1,0.4,10.81,87.9,8.9,Sample,,,
2020/04/06 01:03:00,-3.3,27.7,0.3,10.80,87.3,8.8,Sample,,,
2020/04/06 01:04:00,-3.1,28.1,0.4,10.79,86.6,8.7,Sample,,,
2020/04/06 01:05:00,0.5,27.0,0.4,10.78,87.4,8.8,Sample,,,
2020/04/06 01:06:00,4.0,25.0,0.4,10.80,87.9,8.9,Sample,,,
2020/04/06 01:07:00,3.4,25.4,0.4,10.76,87.8,8.8,Sample,,,
2020/04/06 01:08:00,1.1,27.3,0.3,10.70,87.7,8.7,Sample,,,
2020/04/06 01:09:00,1.5,27.6,0.3,10.70,87.8,8.8,Sample,,,
2020/04/06 01:10:00,2.4,27.2,0.4,10.70,87.9,8.8,Sample,,,
2020/04/06 01:11:00,3.9,26.3,0.4,10.70,88.3,8.8,Sample,,,
2020/04/06 01:12:00,3.2,26.5,0.4,10.70,88.0,8.8,Sample,,,
2020/04/06 01:13:00,3.3,25.9,0.4,10.70,88.3,8.8,Sample,,,
2020/04/06 01:14:00,2.3,26.5,0.4,10.70,87.9,8.8,Sample,,,
2020/04/06 01:15:00,0.4,26.6,0.4,10.70,87.9,8.8,Sample,,,
2020/04/06 01:16:00,-0.6,26.2,0.4,10.70,88.2,8.8,Sample,,,
2020/04/06 01:17:00,0.2,25.7,0.4,10.70,88.3,8.8,Sample,,,
2020/04/06 01:18:00,7.0,19.2,0.5,10.70,88.3,8.8,Sample,,,
2020/04/06 01:19:00,9.5,16.4,0.4,10.70,88.9,8.9,Sample,,,
2020/04/06 01:20:00,5.4,19.9,0.5,10.70,88.7,8.9,Sample,,,
2020/04/06 01:21:00,7.3,16.6,0.6,10.70,89.1,9.0,Sample,,,
2020/04/06 01:22:00,3.0,20.0,0.6,10.70,89.4,9.0,Sample,,,
2020/04/06 01:23:00,1.6,20.9,0.3,10.70,89.3,9.0,Sample,,,
2020/04/06 01:24:00,6.1,15.5,0.5,10.70,89.0,9.0,Sample,,,
2020/04/06 01:25:00,4.8,17.7,0.4,10.70,88.5,8.9,Sample,,,
2020/04/06 01:26:00,1.5,21.2,0.4,10.67,88.4,8.8,Sample,,,
2020/04/06 01:27:00,1.2,22.6,0.4,10.69,89.0,8.9,Sample,,,
2020/04/06 01:28:00,5.3,17.8,0.4,10.70,89.3,9.0,Sample,,,
2020/04/06 01:29:00,4.1,17.8,0.4,10.70,89.1,9.0,Sample,,,
2020/04/06 01:30:00,2.8,17.8,0.4,10.73,89.1,9.0,Sample,,,
2020/04/06 01:31:00,3.2,19.0,0.4,10.79,89.0,9.0,Sample,,,
2020/04/06 01:32:00,-4.0,27.0,0.5,10.80,88.6,9.0,Sample,,,
2020/04/06 01:33:00,-0.1,25.0,0.4,10.80,88.7,9.0,Sample,,,
2020/04/06 01:34:00,5.1,20.1,0.4,10.77,88.4,8.9,Sample,,,
2020/04/06 01:35:00,1.8,24.0,0.4,10.70,87.9,8.8,Sample,,,
2020/04/06 01:36:00,0.7,25.5,0.4,10.69,88.2,8.8,Sample,,,
2020/04/06 01:37:00,2.7,25.4,0.4,10.63,87.9,8.7,Sample,,,
2020/04/06 01:38:00,4.8,25.1,0.5,10.62,88.7,8.8,Sample,,,
2020/04/06 01:39:00,7.1,22.1,0.4,10.61,89.1,8.9,Sample,,,
2020/04/06 01:40:00,6.6,21.2,0.5,10.60,89.2,8.9,Sample,,,
2020/04/06 01:41:00,5.1,21.4,0.4,10.62,89.5,9.0,Sample,,,
2020/04/06 01:42:00,2.8,19.0,0.4,10.68,89.6,9.0,Sample,,,
2020/04/06 01:43:00,-1.7,21.8,0.3,10.68,89.3,9.0,Sample,,,
2020/04/06 01:44:00,-4.5,25.5,0.3,10.63,88.2,8.8,Sample,,,
2020/04/06 01:45:00,-4.9,27.0,0.3,10.60,88.0,8.7,Sample,,,
2020/04/06 01:46:00,0.1,24.6,0.4,10.60,88.8,8.8,Sample,,,
2020/04/06 01:47:00,4.7,19.0,0.3,10.60,89.3,8.9,Sample,,,
2020/04/06 01:48:00,2.2,20.4,0.3,10.60,88.7,8.8,Sample,,,
2020/04/06 01:49:00,-3.6,25.2,0.3,10.60,87.9,8.7,Sample,,,
2020/04/06 01:50:00,-3.4,25.6,0.4,10.60,88.5,8.8,Sample,,,
2020/04/06 01:51:00,-1.6,23.5,0.4,10.63,89.0,8.9,Sample,,,
2020/04/06 01:52:00,0.1,22.4,0.4,10.64,89.1,8.9,Sample,,,
2020/04/06 01:53:00,-0.9,24.1,0.4,10.69,89.2,9.0,Sample,,,
2020/04/06 01:54:00,-2.4,26.2,0.3,10.66,88.4,8.8,Sample,,,
2020/04/06 01:55:00,-1.5,24.9,0.4,10.60,88.3,8.7,Sample,,,
2020/04/06 01:56:00,0.1,22.9,0.3,10.60,88.1,8.7,Sample,,,
2020/04/06 01:57:00,2.6,21.2,0.4,10.58,88.3,8.7,Sample,,,
2020/04/06 01:58:00,3.0,20.3,0.5,10.54,88.6,8.7,Sample,,,
2020/04/06 01:59:00,3.4,19.1,0.5,10.51,89.0,8.8,Sample,,,
2020/04/06 02:00:00,1.2,20.2,0.3,10.50,88.7,8.7,Sample,,,
2020/04/06 02:01:00,-1.3,23.6,0.3,10.44,88.2,8.6,Sample,,,
2020/04/06 02:02:00,-0.6,22.6,0.3,10.41,88.6,8.6,Sample,,,
2020/04/06 02:03:00,0.8,22.1,0.3,10.43,88.9,8.7,Sample,,,
2020/04/06 02:04:00,-1.3,25.0,0.2,10.46,88.3,8.6,Sample,,,
2020/04/06 02:05:00,-4.6,29.0,0.3,10.50,88.3,8.7,Sample,,,
2020/04/06 02:06:00,-2.4,29.9,0.2,10.48,87.6,8.5,Sample,,,
2020/04/06 02:07:00,0.6,28.9,0.3,10.44,87.5,8.5,Sample,,,
2020/04/06 02:08:00,3.6,27.8,0.3,10.44,87.8,8.5,Sample,,,
2020/04/06 02:09:00,3.7,28.2,0.2,10.40,87.8,8.5,Sample,,,
2020/04/06 02:10:00,4.7,27.0,0.3,10.43,88.3,8.6,Sample,,,
2020/04/06 02:11:00,7.9,23.4,0.4,10.48,89.1,8.8,Sample,,,
2020/04/06 02:12:00,6.8,24.6,0.4,10.50,89.0,8.8,Sample,,,
2020/04/06 02:13:00,5.2,26.3,0.7,10.46,88.6,8.7,Sample,,,
2020/04/06 02:14:00,5.6,24.4,0.7,10.45,89.2,8.7,Sample,,,
2020/04/06 02:15:00,7.1,22.7,0.6,10.39,89.2,8.7,Sample,,,
2020/04/06 02:16:00,3.4,24.2,0.5,10.31,89.1,8.6,Sample,,,
2020/04/06 02:17:00,3.6,23.9,0.4,10.26,89.4,8.6,Sample,,,
2020/04/06 02:18:00,3.0,24.5,0.2,10.15,88.8,8.4,Sample,,,
2020/04/06 02:19:00,3.4,23.5,0.3,10.10,89.0,8.4,Sample,,,
2020/04/06 02:20:00,2.5,25.9,0.3,10.14,89.8,8.5,Sample,,,
2020/04/06 02:21:00,1.9,27.3,0.3,10.20,90.0,8.6,Sample,,,
2020/04/06 02:22:00,4.5,23.9,0.2,10.23,90.0,8.7,Sample,,,
2020/04/06 02:23:00,4.5,24.0,0.3,10.29,89.9,8.7,Sample,,,
2020/04/06 02:24:00,7.7,21.9,0.3,10.29,89.7,8.7,Sample,,,
2020/04/06 02:25:00,8.7,21.0,0.3,10.22,89.7,8.6,Sample,,,
2020/04/06 02:26:00,6.4,21.9,0.3,10.18,89.7,8.6,Sample,,,
2020/04/06 02:27:00,1.5,25.5,0.2,10.10,89.2,8.4,Sample,,,
2020/04/06 02:28:00,-1.9,27.8,0.2,10.13,89.4,8.5,Sample,,,
2020/04/06 02:29:00,-1.4,27.8,0.2,10.19,89.7,8.6,Sample,,,
2020/04/06 02:30:00,0.2,27.6,0.2,10.20,89.3,8.5,Sample,,,
2020/04/06 02:31:00,2.4,26.7,0.2,10.20,89.3,8.5,Sample,,,
2020/04/06 02:32:00,5.7,26.2,0.3,10.20,89.8,8.6,Sample,,,
2020/04/06 02:33:00,5.4,25.5,0.2,10.20,89.7,8.6,Sample,,,
2020/04/06 02:34:00,3.6,26.2,0.2,10.20,89.5,8.5,Sample,,,
2020/04/06 02:35:00,2.6,26.3,0.3,10.25,90.0,8.7,Sample,,,
2020/04/06 02:36:00,4.1,25.5,0.3,10.30,90.1,8.8,Sample,,,
2020/04/06 02:37:00,3.2,25.6,0.4,10.30,90.0,8.7,Sample,,,
2020/04/06 02:38:00,1.7,26.0,0.4,10.28,89.9,8.7,Sample,,,
2020/04/06 02:39:00,4.1,23.8,0.5,10.27,89.9,8.7,Sample,,,
2020/04/06 02:40:00,3.8,22.8,0.6,10.23,90.1,8.7,Sample,,,
2020/04/06 02:41:00,8.7,17.2,0.6,10.25,90.2,8.7,Sample,,,
2020/04/06 02:42:00,5.1,20.6,0.4,10.30,90.4,8.8,Sample,,,
2020/04/06 02:43:00,-1.3,27.1,0.4,10.35,90.5,8.9,Sample,,,
2020/04/06 02:44:00,0.6,25.9,0.4,10.39,90.4,8.9,Sample,,,
2020/04/06 02:45:00,1.9,25.0,0.6,10.40,90.3,8.9,Sample,,,
2020/04/06 02:46:00,3.3,23.4,0.6,10.41,90.3,8.9,Sample,,,
2020/04/06 02:47:00,3.5,22.6,0.5,10.44,90.3,8.9,Sample,,,
2020/04/06 02:48:00,3.7,21.4,0.6,10.44,90.1,8.9,Sample,,,
2020/04/06 02:49:00,3.3,20.0,0.5,10.48,90.1,8.9,Sample,,,
2020/04/06 02:50:00,2.3,20.5,0.7,10.49,90.2,8.9,Sample,,,
2020/04/06 02:51:00,1.4,22.7,0.5,10.47,90.1,8.9,Sample,,,
2020/04/06 02:52:00,-1.0,25.5,0.4,10.42,89.8,8.8,Sample,,,
2020/04/06 02:53:00,-0.7,26.9,0.4,10.40,89.5,8.8,Sample,,,
2020/04/06 02:54:00,1.2,27.0,0.3,10.40,89.3,8.7,Sample,,,
2020/04/06 02:55:00,2.5,26.9,0.3,10.40,89.5,8.7,Sample,,,
2020/04/06 02:56:00,4.9,26.9,0.3,10.38,89.4,8.7,Sample,,,
2020/04/06 02:57:00,5.1,26.8,0.4,10.37,89.8,8.8,Sample,,,
2020/04/06 02:58:00,5.0,26.2,0.3,10.32,90.0,8.8,Sample,,,
2020/04/06 02:59:00,4.4,26.3,0.3,10.33,90.0,8.8,Sample,,,
2020/04/06 03:00:00,3.6,26.0,0.3,10.30,90.0,8.7,Sample,,,
2020/04/06 03:01:00,3.9,24.4,0.3,10.30,89.9,8.7,Sample,,,
2020/04/06 03:02:00,3.4,25.2,0.3,10.36,90.2,8.8,Sample,,,
2020/04/06 03:03:00,2.6,25.5,0.3,10.34,90.2,8.8,Sample,,,
