Harvey Mudd College · AQY BD-1161 (AQY BD-1161)
Data export
4/7/2020 12:00 AM to 4/8/2020 12:00 AM
(UTC-08:00) Pacific Time (US & Canada) (Summer time adjusted)
Averaging period: Raw data

Time,NO2 (ppb),O3 (ppb),PM2.5 (µg/m³),TEMP (°C),RH (%),DP (°C),Inlet,Journal category,Created by,Details
2020/04/07 00:00:00,13.1,9.8,7.5,10.40,90.9,9.0,Sample,,,
2020/04/07 00:01:00,14.6,8.9,7.5,10.40,90.9,9.0,Sample,,,
2020/04/07 00:02:00,15.0,8.0,8.9,10.40,91.0,9.0,Sample,,,
2020/04/07 00:03:00,15.2,7.8,5.9,10.40,91.0,9.0,Sample,,,
2020/04/07 00:04:00,14.0,9.3,3.8,10.40,91.1,9.0,Sample,,,
2020/04/07 00:05:00,13.5,9.7,3.9,10.48,91.1,9.1,Sample,,,
2020/04/07 00:06:00,13.8,9.1,4.6,10.50,91.0,9.1,Sample,,,
2020/04/07 00:07:00,13.8,8.8,4.1,10.50,91.0,9.1,Sample,,,
2020/04/07 00:08:00,13.3,9.3,5.4,10.54,91.0,9.1,Sample,,,
2020/04/07 00:09:00,12.2,9.7,5.1,10.57,91.0,9.2,Sample,,,
2020/04/07 00:10:00,13.4,9.1,5.0,10.58,90.8,9.1,Sample,,,
2020/04/07 00:11:00,13.9,8.7,5.8,10.52,90.7,9.1,Sample,,,
2020/04/07 00:12:00,14.3,8.5,8.4,10.50,90.7,9.0,Sample,,,
2020/04/07 00:13:00,14.7,6.4,9.0,10.50,90.8,9.1,Sample,,,
2020/04/07 00:14:00,13.3,6.8,8.1,10.49,90.8,9.1,Sample,,,
2020/04/07 00:15:00,11.5,8.0,6.4,10.49,90.8,9.1,Sample,,,
2020/04/07 00:16:00,10.8,6.8,7.2,10.48,90.9,9.0,Sample,,,
2020/04/07 00:17:00,9.5,8.7,6.5,10.50,90.8,9.1,Sample,,,
2020/04/07 00:18:00,9.5,8.8,7.3,10.48,90.9,9.1,Sample,,,
2020/04/07 00:19:00,11.1,6.7,7.7,10.50,90.9,9.1,Sample,,,
2020/04/07 00:20:00,11.3,7.1,7.5,10.50,90.9,9.1,Sample,,,
2020/04/07 00:21:00,10.3,7.9,6.5,10.50,90.9,9.1,Sample,,,
2020/04/07 00:22:00,10.3,9.1,5.8,10.52,90.9,9.1,Sample,,,
2020/04/07 00:23:00,10.9,10.2,6.4,10.51,90.9,9.1,Sample,,,
2020/04/07 00:24:00,12.0,9.8,7.7,10.50,90.8,9.1,Sample,,,
2020/04/07 00:25:00,14.0,8.5,6.8,10.50,90.8,9.1,Sample,,,
2020/04/07 00:26:00,14.4,8.5,6.4,10.50,90.8,9.1,Sample,,,
2020/04/07 00:27:00,13.5,9.7,8.3,10.50,90.8,9.1,Sample,,,
2020/04/07 00:28:00,14.5,9.4,8.0,10.50,90.8,9.1,Sample,,,
2020/04/07 00:29:00,15.5,8.4,6.8,10.50,90.9,9.1,Sample,,,
2020/04/07 00:30:00,15.7,8.8,6.6,10.52,91.0,9.1,Sample,,,
2020/04/07 00:31:00,15.7,8.2,8.0,10.55,91.0,9.1,Sample,,,
2020/04/07 00:32:00,17.7,5.4,12.0,10.60,91.0,9.2,Sample,,,
2020/04/07 00:33:00,15.9,5.8,11.0,10.60,90.9,9.2,Sample,,,
2020/04/07 00:34:00,15.7,5.9,8.6,10.60,90.9,9.2,Sample,,,
2020/04/07 00:35:00,12.8,7.0,9.9,10.60,90.9,9.2,Sample,,,
2020/04/07 00:36:00,11.1,7.9,10.1,10.60,90.8,9.2,Sample,,,
2020/04/07 00:37:00,12.0,6.2,8.8,10.65,90.8,9.2,Sample,,,
2020/04/07 00:38:00,12.2,6.8,11.4,10.67,90.7,9.2,Sample,,,
2020/04/07 00:39:00,11.9,7.2,13.5,10.66,90.7,9.2,Sample,,,
2020/04/07 00:40:00,12.3,7.0,14.0,10.64,90.7,9.2,Sample,,,
2020/04/07 00:41:00,11.7,6.0,11.8,10.70,90.8,9.3,Sample,,,
2020/04/07 00:42:00,10.3,7.3,10.2,10.70,90.8,9.3,Sample,,,
2020/04/07 00:43:00,7.0,11.0,7.0,10.70,90.7,9.2,Sample,,,
2020/04/07 00:44:00,7.9,10.0,9.6,10.72,90.6,9.2,Sample,,,
2020/04/07 00:45:00,8.5,8.6,6.8,10.72,90.6,9.2,Sample,,,
2020/04/07 00:46:00,5.1,12.0,5.0,10.73,90.5,9.2,Sample,,,
2020/04/07 00:47:00,8.3,9.8,7.4,10.74,90.4,9.2,Sample,,,
2020/04/07 00:48:00,11.2,7.7,6.4,10.72,90.3,9.2,Sample,,,
2020/04/07 00:49:00,8.4,11.0,4.6,10.67,90.2,9.1,Sample,,,
2020/04/07 00:50:00,7.8,11.7,5.0,10.60,90.2,9.1,Sample,,,
2020/04/07 00:51:00,10.9,9.1,5.5,10.60,90.4,9.1,Sample,,,
2020/04/07 00:52:00,11.5,8.5,5.1,10.60,90.5,9.1,Sample,,,
2020/04/07 00:53:00,9.8,10.1,5.9,10.60,90.4,9.1,Sample,,,
2020/04/07 00:54:00,11.0,9.3,8.5,10.60,90.4,9.1,Sample,,,
2020/04/07 00:55:00,11.6,8.8,6.3,10.60,90.3,9.1,Sample,,,
2020/04/07 00:56:00,9.5,10.5,6.4,10.60,90.4,9.1,Sample,,,
2020/04/07 00:57:00,8.5,12.0,4.3,10.57,90.3,9.1,Sample,,,
2020/04/07 00:58:00,8.8,12.2,4.1,10.53,90.4,9.0,Sample,,,
2020/04/07 00:59:00,8.8,13.2,4.3,10.52,90.4,9.0,Sample,,,
2020/04/07 01:00:00,11.1,12.3,5.0,10.57,90.5,9.1,Sample,,,
2020/04/07 01:01:00,13.3,10.5,6.1,10.55,90.5,9.1,Sample,,,
2020/04/07 01:02:00,13.7,10.1,5.8,10.51,90.5,9.0,Sample,,,
2020/04/07 01:03:00,13.7,10.9,6.5,10.53,90.6,9.1,Sample,,,
2020/04/07 01:04:00,12.4,12.3,6.8,10.57,90.7,9.1,Sample,,,
2020/04/07 01:05:00,13.5,11.5,9.6,10.53,90.7,9.1,Sample,,,
2020/04/07 01:06:00,15.6,8.9,10.3,10.52,90.7,9.1,Sample,,,
2020/04/07 01:07:00,16.0,8.0,11.3,10.52,90.8,9.1,Sample,,,
2020/04/07 01:08:00,15.1,6.4,12.7,10.56,90.8,9.1,Sample,,,
2020/04/07 01:09:00,12.9,6.9,11.8,10.55,90.8,9.1,Sample,,,
2020/04/07 01:10:00,10.7,9.5,10.7,10.59,90.8,9.1,Sample,,,
2020/04/07 01:11:00,12.4,7.7,14.2,10.60,90.8,9.2,Sample,,,
2020/04/07 01:12:00,12.4,7.7,10.1,10.60,90.8,9.2,Sample,,,
2020/04/07 01:13:00,12.1,7.0,12.6,10.60,90.8,9.2,Sample,,,
2020/04/07 01:14:00,10.5,7.9,12.2,10.60,90.7,9.1,Sample,,,
2020/04/07 01:15:00,7.5,11.3,6.9,10.65,90.8,9.2,Sample,,,
2020/04/07 01:16:00,6.0,13.5,7.7,10.70,90.8,9.3,Sample,,,
2020/04/07 01:17:00,10.3,10.7,8.1,10.73,90.7,9.3,Sample,,,
2020/04/07 01:18:00,13.6,8.3,7.4,10.74,90.6,9.3,Sample,,,
2020/04/07 01:19:00,12.3,10.9,8.2,10.78,90.6,9.3,Sample,,,
2020/04/07 01:20:00,10.4,14.7,10.4,10.80,90.6,9.3,Sample,,,
2020/04/07 01:21:00,8.4,17.7,10.0,10.82,90.5,9.3,Sample,,,
2020/04/07 01:22:00,12.8,14.7,13.5,10.80,90.3,9.3,Sample,,,
2020/04/07 01:23:00,17.1,9.5,14.1,10.80,90.3,9.3,Sample,,,
2020/04/07 01:24:00,16.8,8.5,12.2,10.81,90.4,9.3,Sample,,,
2020/04/07 01:25:00,14.0,9.3,10.5,10.80,90.4,9.3,Sample,,,
2020/04/07 01:26:00,12.2,10.8,9.0,10.81,90.3,9.3,Sample,,,
2020/04/07 01:27:00,11.0,10.2,8.4,10.81,90.3,9.3,Sample,,,
2020/04/07 01:28:00,10.7,10.5,6.8,10.80,90.2,9.3,Sample,,,
2020/04/07 01:29:00,9.3,11.7,5.0,10.79,90.1,9.2,Sample,,,
2020/04/07 01:30:00,9.0,12.8,4.4,10.74,89.9,9.2,Sample,,,
2020/04/07 01:31:00,10.6,12.6,5.2,10.71,89.9,9.1,Sample,,,
2020/04/07 01:32:00,11.7,12.4,4.5,10.70,90.1,9.1,Sample,,,
2020/04/07 01:33:00,11.4,13.1,5.4,10.70,90.1,9.1,Sample,,,
2020/04/07 01:34:00,11.5,12.6,5.1,10.70,90.2,9.2,Sample,,,
2020/04/07 01:35:00,9.1,14.2,3.3,10.62,89.7,9.0,Sample,,,
2020/04/07 01:36:00,7.0,15.7,3.4,10.60,89.2,8.9,Sample,,,
2020/04/07 01:37:00,5.8,17.5,3.2,10.59,89.0,8.8,Sample,,,
2020/04/07 01:38:00,5.4,18.6,3.3,10.51,88.3,8.7,Sample,,,
2020/04/07 01:39:00,7.0,18.5,3.8,10.49,88.9,8.7,Sample,,,
2020/04/07 01:40:00,9.8,18.1,3.8,10.47,89.4,8.8,Sample,,,
2020/04/07 01:41:00,9.8,18.0,4.2,10.48,89.5,8.8,Sample,,,
