Harvey Mudd College · AQY BD-1161 (AQY BD-1161)
Data export
4/2/2020 12:00 AM to 4/3/2020 12:00 AM
(UTC-08:00) Pacific Time (US & Canada) (Summer time adjusted)
Averaging period: Raw data

Time,NO2 (ppb),O3 (ppb),PM2.5 (µg/m³),TEMP (°C),RH (%),DP (°C),Inlet,Journal category,Created by,Details
2020/04/02 00:00:00,5.1,24.5,8.6,13.55,82.0,10.5,Sample,,,
2020/04/02 00:01:00,4.9,25.3,8.8,13.60,81.9,10.6,Sample,,,
2020/04/02 00:02:00,3.8,26.4,9.0,13.52,81.8,10.5,Sample,,,
2020/04/02 00:03:00,1.8,26.1,9.0,13.57,81.9,10.5,Sample,,,
2020/04/02 00:04:00,3.4,23.8,8.6,13.60,81.9,10.6,Sample,,,
2020/04/02 00:05:00,5.4,23.7,8.8,13.60,81.8,10.6,Sample,,,
2020/04/02 00:06:00,4.7,25.1,8.8,13.60,81.7,10.5,Sample,,,
2020/04/02 00:07:00,5.2,23.6,8.7,13.60,81.7,10.5,Sample,,,
2020/04/02 00:08:00,4.1,24.3,8.5,13.60,81.8,10.5,Sample,,,
2020/04/02 00:09:00,3.8,25.9,8.2,13.60,81.7,10.5,Sample,,,
2020/04/02 00:10:00,3.1,28.0,8.1,13.60,81.6,10.5,Sample,,,
2020/04/02 00:11:00,5.0,25.5,8.1,13.57,81.7,10.5,Sample,,,
2020/04/02 00:12:00,6.2,22.9,8.0,13.58,81.9,10.5,Sample,,,
2020/04/02 00:13:00,4.4,25.1,8.1,13.60,81.9,10.6,Sample,,,
2020/04/02 00:14:00,2.3,27.8,8.1,13.53,81.7,10.5,Sample,,,
2020/04/02 00:15:00,1.5,28.6,8.1,13.50,81.8,10.4,Sample,,,
2020/04/02 00:16:00,3.0,26.1,8.2,13.50,82.0,10.5,Sample,,,
2020/04/02 00:17:00,5.4,25.7,8.2,13.50,82.3,10.5,Sample,,,
2020/04/02 00:18:00,3.6,28.3,8.2,13.44,82.1,10.5,Sample,,,
2020/04/02 00:19:00,3.1,27.3,8.5,13.43,82.2,10.5,Sample,,,
2020/04/02 00:20:00,4.7,25.9,8.1,13.40,82.4,10.5,Sample,,,
2020/04/02 00:21:00,2.3,26.3,8.3,13.42,82.3,10.5,Sample,,,
2020/04/02 00:22:00,0.9,26.2,8.2,13.45,82.3,10.5,Sample,,,
2020/04/02 00:23:00,3.0,25.3,7.9,13.47,82.2,10.5,Sample,,,
2020/04/02 00:24:00,3.8,26.1,8.6,13.44,82.2,10.5,Sample,,,
2020/04/02 00:25:00,1.4,28.7,8.3,13.40,82.2,10.4,Sample,,,
2020/04/02 00:26:00,2.9,27.5,8.3,13.38,82.5,10.5,Sample,,,
2020/04/02 00:27:00,4.0,27.8,8.3,13.32,82.6,10.4,Sample,,,
2020/04/02 00:28:00,3.4,28.3,8.3,13.30,82.9,10.5,Sample,,,
