Harvey Mudd College · AQY BD-1161 (AQY BD-1161)
Data export
4/11/2020 12:00 AM to 4/12/2020 12:00 AM
(UTC-08:00) Pacific Time (US & Canada) (Summer time adjusted)
Averaging period: Raw data

Time,NO2 (ppb),O3 (ppb),PM2.5 (µg/m³),TEMP (°C),RH (%),DP (°C),Inlet,Journal category,Created by,Details
2020/04/11 00:00:00,13.3,7.8,1.2,9.03,85.9,6.8,Sample,,,
2020/04/11 00:01:00,14.8,7.4,1.2,9.06,86.3,6.9,Sample,,,
2020/04/11 00:02:00,15.8,7.0,1.3,9.10,87.0,7.1,Sample,,,
2020/04/11 00:03:00,16.2,6.9,1.2,9.10,87.2,7.1,Sample,,,
2020/04/11 00:04:00,16.2,7.1,1.3,9.13,86.9,7.1,Sample,,,
2020/04/11 00:05:00,16.4,6.9,1.2,9.16,86.4,7.0,Sample,,,
2020/04/11 00:06:00,18.6,5.2,1.2,9.19,86.8,7.1,Sample,,,
2020/04/11 00:07:00,21.1,2.6,1.2,9.20,87.2,7.2,Sample,,,
2020/04/11 00:08:00,20.0,3.4,1.3,9.20,87.3,7.2,Sample,,,
2020/04/11 00:09:00,17.5,4.5,1.2,9.17,87.1,7.1,Sample,,,
2020/04/11 00:10:00,14.6,4.4,1.2,9.19,87.2,7.2,Sample,,,
2020/04/11 00:11:00,12.4,4.0,1.2,9.12,86.6,7.0,Sample,,,
2020/04/11 00:12:00,12.1,4.8,1.2,9.09,86.4,6.9,Sample,,,
2020/04/11 00:13:00,11.6,5.9,1.3,9.02,86.3,6.9,Sample,,,
2020/04/11 00:14:00,13.0,6.1,1.3,8.99,86.6,6.9,Sample,,,
2020/04/11 00:15:00,15.5,5.4,1.5,8.97,87.1,6.9,Sample,,,
2020/04/11 00:16:00,15.1,5.4,1.7,8.98,87.1,6.9,Sample,,,
2020/04/11 00:17:00,15.4,5.3,1.9,9.00,87.6,7.0,Sample,,,
2020/04/11 00:18:00,15.2,5.7,1.8,9.00,87.8,7.1,Sample,,,
2020/04/11 00:19:00,15.7,5.1,1.7,9.00,87.8,7.1,Sample,,,
2020/04/11 00:20:00,17.0,3.7,1.9,9.00,87.8,7.1,Sample,,,
2020/04/11 00:21:00,16.4,3.7,1.7,9.00,87.9,7.1,Sample,,,
2020/04/11 00:22:00,14.9,4.0,1.7,9.00,87.8,7.1,Sample,,,
2020/04/11 00:23:00,13.0,3.6,1.7,8.93,87.4,7.0,Sample,,,
2020/04/11 00:24:00,11.8,3.3,1.7,8.85,86.9,6.8,Sample,,,
2020/04/11 00:25:00,11.9,4.2,1.6,8.73,86.9,6.7,Sample,,,
2020/04/11 00:26:00,12.7,4.7,1.7,8.63,87.4,6.7,Sample,,,
2020/04/11 00:27:00,15.1,4.2,1.6,8.59,87.5,6.6,Sample,,,
2020/04/11 00:28:00,18.1,4.2,1.8,8.52,87.5,6.6,Sample,,,
2020/04/11 00:29:00,17.7,4.1,1.6,8.50,87.9,6.6,Sample,,,
2020/04/11 00:30:00,18.0,4.1,1.6,8.50,88.6,6.7,Sample,,,
2020/04/11 00:31:00,17.6,4.1,1.6,8.54,88.8,6.8,Sample,,,
2020/04/11 00:32:00,17.2,4.0,1.5,8.60,88.6,6.8,Sample,,,
2020/04/11 00:33:00,16.8,3.9,1.6,8.60,88.4,6.8,Sample,,,
2020/04/11 00:34:00,15.7,4.1,1.5,8.60,88.3,6.8,Sample,,,
2020/04/11 00:35:00,15.1,4.0,1.5,8.64,88.3,6.8,Sample,,,
2020/04/11 00:36:00,14.9,4.2,1.7,8.70,88.4,6.9,Sample,,,
2020/04/11 00:37:00,14.9,4.7,1.6,8.70,88.0,6.8,Sample,,,
2020/04/11 00:38:00,15.2,5.1,1.6,8.70,87.6,6.8,Sample,,,
2020/04/11 00:39:00,16.1,5.0,1.8,8.70,87.6,6.8,Sample,,,
2020/04/11 00:40:00,16.3,4.6,2.6,8.70,87.6,6.8,Sample,,,
