Harvey Mudd College · AQY BD-1161 (AQY BD-1161)
Data export
4/8/2020 12:00 AM to 4/9/2020 12:00 AM
(UTC-08:00) Pacific Time (US & Canada) (Summer time adjusted)
Averaging period: Raw data

Time,NO2 (ppb),O3 (ppb),PM2.5 (µg/m³),TEMP (°C),RH (%),DP (°C),Inlet,Journal category,Created by,Details
2020/04/08 00:00:00,6.9,28.1,1.1,10.30,88.9,8.5,Sample,,,
2020/04/08 00:01:00,5.1,30.5,1.0,10.30,88.2,8.4,Sample,,,
2020/04/08 00:02:00,8.4,29.6,1.0,10.30,88.8,8.5,Sample,,,
2020/04/08 00:03:00,11.4,27.7,0.9,10.30,89.3,8.6,Sample,,,
2020/04/08 00:04:00,11.4,26.8,0.9,10.30,89.7,8.7,Sample,,,
2020/04/08 00:05:00,10.8,26.8,1.0,10.29,89.7,8.7,Sample,,,
2020/04/08 00:06:00,10.6,26.0,1.1,10.30,89.9,8.7,Sample,,,
2020/04/08 00:07:00,12.4,22.9,1.4,10.30,90.2,8.8,Sample,,,
2020/04/08 00:08:00,10.6,23.7,3.7,10.29,90.4,8.8,Sample,,,
2020/04/08 00:09:00,9.8,24.7,5.3,10.26,90.4,8.8,Sample,,,
2020/04/08 00:10:00,9.9,24.6,5.5,10.17,90.4,8.7,Sample,,,
2020/04/08 00:11:00,9.3,25.5,6.4,10.10,90.3,8.6,Sample,,,
2020/04/08 00:12:00,9.0,25.7,6.7,10.02,90.4,8.5,Sample,,,
2020/04/08 00:13:00,9.7,25.4,6.5,10.00,90.5,8.5,Sample,,,
2020/04/08 00:14:00,9.9,25.5,7.1,9.93,90.8,8.5,Sample,,,
2020/04/08 00:15:00,10.2,25.9,7.4,9.89,91.2,8.5,Sample,,,
2020/04/08 00:16:00,10.6,26.6,7.2,9.90,91.4,8.6,Sample,,,
2020/04/08 00:17:00,11.8,25.5,8.4,9.90,91.5,8.6,Sample,,,
2020/04/08 00:18:00,11.3,25.5,7.9,9.87,91.6,8.6,Sample,,,
2020/04/08 00:19:00,11.3,25.0,8.3,9.89,91.6,8.6,Sample,,,
2020/04/08 00:20:00,10.8,25.1,7.5,9.90,91.7,8.6,Sample,,,
2020/04/08 00:21:00,9.7,25.3,6.6,9.90,91.7,8.6,Sample,,,
2020/04/08 00:22:00,9.4,25.9,8.2,9.85,91.7,8.6,Sample,,,
2020/04/08 00:23:00,6.1,27.7,6.2,9.82,91.7,8.5,Sample,,,
