UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm2.5_aqi_atm,pm2.5_aqi_cf_1,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm2.5_aqi_atm_b,pm2.5_aqi_cf_1_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2020/02/05T23:21:03z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,83,8,15,971.71,nan,36656,0,115,2.9,3.43,3.61,2.9,3.43,3.61,14,14,725.24,200.57,10.98,1.06,0,0,3.11,4.43,4.62,3.11,4.43,4.62,18,18,781.66,204.77,19.06,0.51,0,0,
2020/02/05T23:23:03z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,82,8,15,971.72,0.04,36568,0,235,2.91,3.68,3.71,2.91,3.68,3.71,15,15,651.91,189.92,17.36,0.58,0,0,5.04,6.73,7.42,5.04,6.73,7.42,28,28,1080.72,291.99,25.21,2.14,0.56,0.25,
2020/02/05T23:25:03z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,83,7,15,971.74,0.04,36568,0,355,3.01,3.86,4.06,3.01,3.86,4.06,16,16,728.36,213.03,16.24,1.66,0,0,3.53,4.51,5.37,3.53,4.51,5.37,19,19,875.78,224.44,18.91,2.35,0.74,0.74,
2020/02/05T23:27:03z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,82,7,13,971.79,0.04,36568,0,475,3.61,4.49,4.71,3.61,4.49,4.71,19,19,788.26,225.78,18.59,1.19,0.17,0,8.33,9.85,11,8.33,9.85,11,41,41,1581.09,435.67,27.04,2.51,1.43,0.93,
2020/02/05T23:29:03z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,85,7,15,971.71,0.04,36568,0,595,6.06,6.71,7.35,6.06,6.71,7.35,28,28,2232.53,392.31,18.41,1.62,0.88,0.38,4.74,5.72,6.26,4.74,5.72,6.26,24,24,1083.31,276.1,19.76,1.91,0.53,0,
2020/02/05T23:31:03z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,85,7,15,971.63,0.04,36568,0,715,7.31,8.36,8.61,7.31,8.36,8.61,35,35,3019.25,477.19,19.39,2.31,0.06,0,5.41,6.99,7.63,5.41,6.99,7.63,29,29,1175.69,309.65,28.1,1.18,0.76,0.76,
2020/02/05T23:33:03z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,85,7,15,971.52,0.04,36568,0,835,6.75,7.22,7.41,6.75,7.22,7.41,30,30,2235.75,413.71,13.28,0.97,0,0,7.18,10.21,11.18,7.18,10.21,11.18,43,43,1497.22,402.7,37.94,2.87,0.81,0.81,
2020/02/05T23:35:03z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,84,7,14,971.5,0.04,36568,0,955,5.67,6.54,6.66,5.67,6.54,6.66,27,27,1805.7,358.64,20.59,0.89,0,0,4.13,6.34,6.6,4.13,6.34,6.6,26,26,956.55,259.27,30.06,1.22,0.24,0.24,
2020/02/05T23:37:03z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,83,7,15,971.44,0.04,36568,0,1075,5.19,6.39,6.61,5.19,6.39,6.61,27,27,1530.74,326.03,24.28,1.88,0,0,5.92,8.45,9,5.92,8.45,9,35,35,1315.8,349.85,31.52,1.88,0.37,0.37,
2020/02/05T23:39:03z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,84,8,16,971.56,0.04,36568,0,1195,5.42,6.22,6.61,5.42,6.22,6.61,26,26,1743.04,340.19,20.46,1.91,0.75,0,4.75,6.21,7.11,4.75,6.21,7.11,26,26,1191.08,292.62,22.87,2.54,1.01,0.2,
2020/02/05T23:40:59z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,84,7,15,971.58,nan,36656,0,115,5.66,6.72,7,5.66,6.72,7,28,28,1653.18,353.94,23.54,1.68,0.52,0,7.07,8.78,9.33,7.07,8.78,9.33,37,37,1452,379.52,31.67,0.96,0.7,0.43,
2020/02/05T23:42:59z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,83,8,15,971.56,0.04,36568,0,235,6.18,7.06,7.06,6.18,7.06,7.06,29,29,1966.03,376.9,16.73,1.01,0,0,5.51,6.75,7.06,5.51,6.75,7.06,28,28,1187.3,311.93,24.57,2.38,0,0,
2020/02/05T23:44:59z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,84,8,16,971.53,0.04,36568,0,355,5.57,6.59,6.59,5.57,6.59,6.59,27,27,1801.78,356.22,20.58,1.28,0,0,6.33,8.9,9.28,6.33,8.9,9.28,37,37,1366.17,361.52,31.41,2.06,0.2,0.2,
2020/02/05T23:46:59z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,83,7,15,971.49,0.04,36568,0,475,5.06,6.1,6.43,5.06,6.1,6.43,25,25,1829.7,333.26,25.24,0.89,0.37,0.37,5.27,6.73,7.09,5.27,6.73,7.09,28,28,1194.14,313.35,23.76,1.85,0.55,0.12,
2020/02/05T23:48:59z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,83,7,15,971.59,0.04,36568,0,595,5.51,6.23,6.96,5.51,6.23,6.96,26,26,1496.44,334.61,22.43,1.97,0.94,0.94,4.78,5.94,5.94,4.78,5.94,5.94,25,25,1079.82,276.54,21.27,0.42,0,0,
2020/02/05T23:50:59z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,82,8,15,971.67,0.04,36568,0,715,4.78,5.62,6.22,4.78,5.62,6.22,23,23,1046.25,281.79,20.21,2.03,0.41,0.41,4.67,6.84,7.26,4.67,6.84,7.26,29,29,1136.7,283.96,21.71,8.63,0,0,
2020/02/05T23:52:59z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,82,8,15,971.68,0.04,36568,0,835,4.25,5.28,5.39,4.25,5.28,5.39,22,22,951.39,260.23,21.23,0.87,0,0,8.78,11.51,12.09,8.78,11.51,12.09,48,48,1846.99,470.9,28.56,11.62,0.56,0.56,
2020/02/05T23:54:59z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,81,8,15,971.64,0.04,36568,0,955,3.46,4.1,4.28,3.46,4.1,4.28,17,17,819.59,220.25,13.77,1.24,0,0,6.24,7.17,7.62,6.24,7.17,7.62,30,30,1350.64,344.95,20.09,1.3,0.39,0.39,
2020/02/05T23:56:59z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,80,8,15,971.64,0.04,36568,0,1075,3.73,3.93,4.7,3.73,3.93,4.7,16,16,799.77,220.03,11.52,0.93,0.93,0.93,6.84,9.09,9.28,6.84,9.09,9.28,38,38,1293.22,356.91,27.49,2.48,0.18,0.18,
2020/02/05T23:58:59z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,79,9,15,971.62,0.04,36568,0,1195,4.04,4.33,4.33,4.04,4.33,4.33,18,18,860.96,244.37,9.37,0,0,0,5.81,6.81,7.64,5.81,6.81,7.64,28,28,1265.61,332.73,20.7,1.8,0.71,0.4,
2020/02/06T00:00:56z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,79,9,16,971.64,nan,36656,0,116,3.73,4.02,4.35,3.73,4.02,4.35,17,17,847.71,233.53,12.31,1.39,0,0,4.63,6.3,7.04,4.63,6.3,7.04,26,26,988.96,265.24,24.57,3.57,0.48,0.04,
2020/02/06T00:02:56z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,78,9,15,971.67,0.04,36568,0,236,4.01,4.74,5.22,4.01,4.74,5.22,20,20,867.13,247.88,14.15,1.29,0.38,0.38,6.26,7.41,8.93,6.26,7.41,8.93,31,31,1291.33,346.24,24.06,2.49,1.6,1.6,
2020/02/06T00:04:56z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,78,9,15,971.7,0.04,36568,0,356,4.26,5.1,5.46,4.26,5.1,5.46,21,21,922.35,271.07,22.1,1.16,0.38,0.38,6.69,8.39,9.89,6.69,8.39,9.89,35,35,1487.79,403.64,29.49,3.14,1.23,0.89,
2020/02/06T00:06:56z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,77,9,15,971.67,0.04,36568,0,476,4.56,5.4,5.84,4.56,5.4,5.84,23,23,951.34,280.76,19.91,0.91,0.37,0.37,5.01,6.37,7.69,5.01,6.37,7.69,27,27,1052.55,289.48,27.34,2.9,1.1,0.75,
2020/02/06T00:08:56z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,75,10,14,971.61,0.04,36568,0,596,4.09,4.78,5.35,4.09,4.78,5.35,20,20,894.97,257,16.38,1.65,0.5,0,5.41,6.6,11.84,5.41,6.6,11.84,28,28,1180.19,322.03,34.31,14.21,1.53,1.53,
2020/02/06T00:10:56z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,73,10,15,971.5,0.04,36568,0,716,4.82,5.77,6.6,4.82,5.77,6.6,24,24,970.89,290.92,16.48,3.62,0.77,0,9.03,9.67,14.13,9.03,9.67,14.13,40,40,2385.96,546.71,26.43,13.33,0.35,0,
2020/02/06T00:12:56z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,73,10,14,971.55,0.04,36568,0,836,4.19,4.81,5.81,4.19,4.81,5.81,20,20,909.4,259.37,15.53,2.74,0.53,0.53,12.43,15.34,20.52,12.43,15.34,20.52,58,58,3134.42,757.66,45.88,15.22,0.24,0,
2020/02/06T00:14:56z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,72,11,14,971.58,0.04,36568,0,956,4.41,5.34,5.46,4.41,5.34,5.46,22,22,1025.28,269.97,15.9,1.38,0.08,0,4.56,5.62,12.31,4.56,5.62,12.31,23,23,1110.4,290.63,38.84,18.56,1.74,1.38,
2020/02/06T00:16:56z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,71,11,14,971.55,0.04,36568,0,1076,4.39,5.13,6.77,4.39,5.13,6.77,21,21,959.35,281.52,23.22,3.13,1.86,1.16,4.91,6.26,12.12,4.91,6.26,12.12,26,26,1198.59,300.44,38.88,16.41,1.24,0.76,
2020/02/06T00:18:56z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,70,11,13,971.52,0.04,36568,0,1196,4.98,5.71,5.74,4.98,5.71,5.74,24,24,1046.91,290.09,16.82,0.39,0.03,0,4.81,6.39,12.31,4.81,6.39,12.31,27,27,1484.66,313.96,36.14,18.14,1,0.51,
2020/02/06T00:20:52z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,70,11,14,971.5,nan,36656,0,115,5.02,5.86,5.96,5.02,5.86,5.96,24,24,1065,303.92,21.92,0.71,0,0,6.72,8,12.96,6.72,8,12.96,33,33,1957.79,385.32,36.47,14.98,1.4,0.6,
2020/02/06T00:22:52z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,69,11,14,971.57,0.04,36568,0,235,5.32,6.06,6.61,5.32,6.06,6.61,25,25,1063.05,305.09,17.94,0.88,0.48,0.48,4.86,6.01,12.17,4.86,6.01,12.17,25,25,1213.57,296.86,32.7,17.94,1.77,0.58,
2020/02/06T00:24:52z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,69,12,14,971.52,0.04,36568,0,355,5.33,6.26,6.38,5.33,6.26,6.38,26,26,1116.22,322.78,16.48,1.39,0,0,5.14,6.82,13.8,5.14,6.82,13.8,28,28,1157.36,304.58,39.94,19.97,2.97,1.21,
2020/02/06T00:26:52z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,68,12,14,971.55,0.04,36568,0,475,5.38,6.97,7.1,5.38,6.97,7.1,29,29,1088.03,319.75,29.51,2.2,0,0,4.73,6.86,13.94,4.73,6.86,13.94,29,29,1081.77,298.83,45.14,19.36,2.76,1.24,
2020/02/06T00:28:52z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,68,12,14,971.55,0.04,36568,0,595,6.09,7.28,7.53,6.09,7.28,7.53,30,30,1208.21,345.88,26.44,1.21,0,0,4.47,5.61,11.59,4.47,5.61,11.59,23,23,1038.32,270.92,35.26,14.88,3.76,0.82,
2020/02/06T00:30:52z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,12,13,971.57,0.04,36568,0,715,6.42,7.57,7.67,6.42,7.57,7.67,32,32,1237.09,362.7,27.7,1.65,0,0,3.81,4.8,11.11,3.81,4.8,11.11,20,20,981.56,248.1,29.01,16.8,3.09,1.4,
2020/02/06T00:32:52z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,13,14,971.47,0.04,36568,0,835,6.49,7.37,7.59,6.49,7.37,7.59,31,31,1255.32,360.24,21.18,1.76,0,0,2.64,3.16,8.5,2.64,3.16,8.5,13,13,660.09,165.01,24.61,12.37,3.69,2,
2020/02/06T00:34:52z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,66,13,14,971.5,0.04,36568,0,955,6.59,7.41,7.9,6.59,7.41,7.9,31,31,1262.66,369.01,24.97,1.49,0.57,0.57,2.97,3.64,9.85,2.97,3.64,9.85,15,15,728.18,193.26,29.36,15.09,4.21,1.73,
2020/02/06T00:36:52z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,66,13,14,971.54,0.04,36568,0,1075,6,7.63,8.23,6,7.63,8.23,32,32,1232.7,352.14,27,2.21,0.49,0.49,2.42,3.12,8.93,2.42,3.12,8.93,13,13,633.13,166.61,28.09,15.04,4.32,1.25,
2020/02/06T00:38:52z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,66,13,15,971.56,0.04,36568,0,1195,6.33,6.92,7.39,6.33,6.92,7.39,29,29,1232.32,357.67,17.58,1.94,0,0,2.8,3.43,9.99,2.8,3.43,9.99,14,14,760.09,202.51,32.99,15.42,4.64,2.26,
2020/02/06T00:40:48z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,65,14,15,971.59,nan,36656,0,115,6.92,7.9,9.33,6.92,7.9,9.33,33,33,1323.47,379.45,24.57,3.96,1.96,1.45,1.77,2.7,7.47,1.77,2.7,7.47,11,11,565.15,136.66,22.47,10.81,4.34,1.23,
2020/02/06T00:42:48z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,65,14,15,971.67,0.04,36568,0,235,7.21,8.5,9.1,7.21,8.5,9.1,35,35,1345.46,393.6,31.24,2.53,0.82,0.41,2.9,3.73,10.68,2.9,3.73,10.68,16,16,790.31,209.18,30.82,15.38,6.37,2.14,
2020/02/06T00:44:48z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,65,15,16,971.7,0.04,36568,0,355,7.24,8.51,9.6,7.24,8.51,9.6,35,35,1375.7,399.43,34.12,2.57,1.13,1.13,2.75,3.83,8.45,2.75,3.83,8.45,16,16,692.68,191.35,29.12,11.23,3.32,1.11,
2020/02/06T00:46:48z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,65,15,16,971.68,0.04,36568,0,475,7.32,8.54,9.13,7.32,8.54,9.13,36,36,1399.99,400.73,32.96,1.1,0.76,0.76,3.06,4.18,10.18,3.06,4.18,10.18,17,17,778.19,206.01,32.66,14.09,4.88,1.44,
2020/02/06T00:48:48z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,65,15,16,971.73,0.04,36568,0,595,7.16,7.9,8.13,7.16,7.9,8.13,33,33,1352.47,391.57,23.53,1.24,0.38,0,2.53,3.41,9.77,2.53,3.41,9.77,14,14,682.46,178.34,28.3,14.37,6.31,1.6,
2020/02/06T00:50:48z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,64,15,16,971.71,0.04,36568,0,715,7.97,9.31,9.72,7.97,9.31,9.72,39,39,1469.01,432.4,40.07,0.87,0.45,0.45,3.04,3.44,9.83,3.04,3.44,9.83,14,14,754.93,206.4,23.71,13.34,5.94,2.91,
2020/02/06T00:52:48z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,64,16,16,971.78,0.04,36568,0,835,7.8,8.99,9.96,7.8,8.99,9.96,37,37,1416.78,425.96,29.48,4.74,0.35,0,4.06,5.32,12.57,4.06,5.32,12.57,22,22,971.82,251.81,36.75,15.5,6.38,2.91,
2020/02/06T00:54:48z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,63,16,16,971.79,0.04,36568,0,955,7.77,9.22,9.94,7.77,9.22,9.94,38,38,1446.3,427.45,35.46,2.75,0,0,2.73,4.06,10.24,2.73,4.06,10.24,17,17,689.06,198.93,32.93,14.09,5.19,1.73,
2020/02/06T00:56:48z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,63,17,17,971.7,0.04,36568,0,1075,7.58,9.08,9.59,7.58,9.08,9.59,38,38,1429.86,419.03,36.45,1.97,0.37,0.37,4.31,5.73,12.99,4.31,5.73,12.99,24,24,1140.13,288.03,36.19,14.66,7.4,4.21,
2020/02/06T00:58:48z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,63,17,18,971.73,0.04,36568,0,1195,7.85,9.57,10.32,7.85,9.57,10.32,40,40,1516.01,438.25,39.16,3.62,1.03,0.03,2.43,3.74,9.89,2.43,3.74,9.89,16,16,725.36,182.01,32.79,14.77,5.06,1.6,
2020/02/06T01:00:44z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,63,17,18,971.71,nan,36656,0,116,8.6,10.04,10.77,8.6,10.04,10.77,42,42,1587.52,459.25,39.27,1.81,1.04,0.5,3.17,4.6,11.73,3.17,4.6,11.73,19,19,885.62,221.29,36.81,16.5,8.96,1.96,
2020/02/06T01:02:44z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,63,18,19,971.81,0.04,36504,0,236,7.81,9.79,9.93,7.81,9.79,9.93,41,41,1515.13,437.36,35.36,3.24,0,0,3.14,3.76,10.3,3.14,3.76,10.3,16,16,733.14,198.28,30.76,14.65,5.32,2.14,
2020/02/06T01:04:44z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,62,18,18,971.81,0.04,36504,0,356,8.7,10.3,10.79,8.7,10.3,10.79,43,43,1556.31,460.93,30.24,4.61,0,0,2.07,3.13,9.9,2.07,3.13,9.9,13,13,608.24,159.28,28.91,14.54,6.69,3.52,
2020/02/06T01:06:44z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,62,18,19,971.81,0.04,36504,0,476,7.65,8.93,10.55,7.65,8.93,10.55,37,37,1394.79,414.66,34.9,3.55,2.31,1.38,2.31,3.18,9.1,2.31,3.18,9.1,13,13,621.31,165.51,28.22,12.5,5.38,3.03,
2020/02/06T01:08:44z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,62,19,19,971.95,0.04,36504,0,596,6.93,9.01,9.85,6.93,9.01,9.85,38,38,1363.39,397.55,35.76,3.49,1.04,0.72,2.83,3.39,10.35,2.83,3.39,10.35,14,14,736.01,201.11,28.2,15.27,5.66,2,
2020/02/06T01:10:44z,84:f3:eb:d7:e9:2c,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,61,19,19,971.96,0.04,36504,0,716,7.41,9,9.62,7.41,9,9.62,38,38,1468,418.61,30.67,4.17,0,0,2.04,2.71,8.48,2.04,2.71,8.48,11,11,564.65,146.93,26.96,12.32,7.01,1.33,
