UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm2.5_aqi_atm,pm2.5_aqi_cf_1,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm2.5_aqi_atm_b,pm2.5_aqi_cf_1_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2020/02/05T22:57:34z,84:f3:eb:d5:fc:e2,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,70,14,19,972.4,nan,38448,0,115,2.24,2.9,3.54,2.24,2.9,3.54,12,12,642.66,187.2,19.44,1.84,1,0.4,4.15,4.68,4.87,4.15,4.68,4.87,20,20,893.43,245.68,22.28,0.53,0.26,0.26,
2020/02/05T22:59:34z,84:f3:eb:d5:fc:e2,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,71,13,19,972.34,0.08,36568,0,235,2.15,3.29,3.41,2.15,3.29,3.41,14,14,590.32,164.62,19.24,1.67,0.24,0.24,3.27,4.07,4.07,3.27,4.07,4.07,17,17,865.76,247.29,15.01,0.59,0,0,
2020/02/05T23:01:34z,84:f3:eb:d5:fc:e2,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,71,13,18,972.39,0.08,36568,0,355,2.75,3.45,3.67,2.75,3.45,3.67,14,14,654.99,185.54,15.34,0.9,0.3,0,3.77,4.54,4.58,3.77,4.54,4.58,19,19,864.83,247.12,16.13,1.3,0,0,
2020/02/05T23:03:34z,84:f3:eb:d5:fc:e2,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,72,13,18,972.34,0.08,36568,0,475,2.32,3.32,3.99,2.32,3.32,3.99,14,14,622.74,173.2,18.71,2.2,0.93,0.35,3.3,4.25,4.25,3.3,4.25,4.25,18,18,821.73,228.85,18.99,0.67,0,0,
2020/02/05T23:05:34z,84:f3:eb:d5:fc:e2,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,70,13,16,972.38,0.08,36568,0,595,2.44,3.21,3.56,2.44,3.21,3.56,13,13,643.06,177.63,15.62,2.24,0.53,0.53,3.84,4.79,5.34,3.84,4.79,5.34,20,20,878.21,249.34,20.01,0.97,0.6,0.49,
2020/02/05T23:07:34z,84:f3:eb:d5:fc:e2,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,71,13,18,972.23,0.08,36568,0,715,2.18,3.17,4.11,2.18,3.17,4.11,13,13,611.08,171.75,18.25,1.66,1.2,1.2,4.49,5.35,5.49,4.49,5.35,5.49,22,22,1055.28,295.48,23.82,0.82,0.23,0,
2020/02/05T23:09:34z,84:f3:eb:d5:fc:e2,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,70,12,16,972.25,0.08,36568,0,835,2.25,3.21,3.4,2.25,3.21,3.4,13,13,575.12,159.71,19.91,1.29,0,0,3.7,4.41,4.55,3.7,4.41,4.55,18,18,864.3,241.58,17.01,0.81,0.23,0,
2020/02/05T23:11:34z,84:f3:eb:d5:fc:e2,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,69,12,15,972.23,0.08,36568,0,955,2.09,3.07,3.71,2.09,3.07,3.71,13,13,567.51,154.4,17.17,2.46,0.8,0.8,3.79,4.66,5.06,3.79,4.66,5.06,19,19,851.91,236.28,17.82,1.37,0.57,0.5,
2020/02/05T23:13:34z,84:f3:eb:d5:fc:e2,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,69,12,15,972.3,0.08,36568,0,1075,2.15,2.96,3,2.15,2.96,3,12,12,574.86,161.48,13.72,0.9,0,0,3.97,5.17,5.55,3.97,5.17,5.55,22,22,883.41,246.09,22.2,1.62,0.74,0.29,
2020/02/05T23:15:34z,84:f3:eb:d5:fc:e2,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,69,14,18,972.45,0.08,36568,0,1195,2.51,3.74,3.83,2.51,3.74,3.83,16,16,638.09,177.61,22.06,1.16,0,0,3.92,4.86,4.97,3.92,4.86,4.97,20,20,895.44,251.42,22.7,0.49,0,0,
2020/02/05T23:17:30z,84:f3:eb:d5:fc:e2,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,69,13,16,972.46,nan,36656,0,115,2.29,3.18,3.53,2.29,3.18,3.53,13,13,600.88,166.33,14.67,1.53,0.16,0.16,3.87,4.74,5.09,3.87,4.74,5.09,20,20,846.39,240.41,19.22,1.15,0.52,0.22,
2020/02/05T23:19:30z,84:f3:eb:d5:fc:e2,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,69,14,18,972.48,0.08,36568,0,235,1.82,3.08,3.58,1.82,3.08,3.58,13,13,631.59,177.92,26.29,1.27,0.48,0.48,3.47,4.26,4.61,3.47,4.26,4.61,18,18,814.92,224.96,13.89,1.28,0.26,0.26,
2020/02/05T23:21:30z,84:f3:eb:d5:fc:e2,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,69,13,17,972.54,0.08,36568,0,355,2.77,3.61,3.71,2.77,3.61,3.71,15,15,682.97,191.34,22.64,0.57,0.2,0.2,3.71,4.46,4.57,3.71,4.46,4.57,19,19,865.99,235.24,15.59,0.74,0.24,0,
2020/02/05T23:23:30z,84:f3:eb:d5:fc:e2,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,69,18,24,972.62,0.08,36568,0,475,2.94,4.3,4.99,2.94,4.3,4.99,18,18,737.24,210.79,20.93,2.62,0.96,0.96,5,5.84,6.06,5,5.84,6.06,24,24,1053.36,296.46,18,0.9,0,0,
2020/02/05T23:25:30z,84:f3:eb:d5:fc:e2,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,69,14,19,972.64,0.08,36568,0,595,2.8,4.46,5.16,2.8,4.46,5.16,19,19,706.93,208.47,26.2,3.43,0.86,0.86,5.35,6.21,6.94,5.35,6.21,6.94,26,26,1103.69,314.19,24.34,1.78,0.68,0.49,
2020/02/05T23:27:30z,84:f3:eb:d5:fc:e2,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,68,15,19,972.59,0.08,36568,0,715,3.41,4.41,4.63,3.41,4.41,4.63,18,18,798.49,221.34,21.44,1.53,0.24,0,5.15,6.35,6.35,5.15,6.35,6.35,26,26,1093.59,312.25,22.87,0.54,0,0,
2020/02/05T23:29:30z,84:f3:eb:d5:fc:e2,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,68,14,18,972.46,0.08,36568,0,835,3.7,4.74,5.88,3.7,4.74,5.88,20,20,810.83,238.01,22.46,3.01,1.77,0.49,5.13,6.3,6.7,5.13,6.3,6.7,26,26,1096.65,305.57,26.17,1.2,0.46,0,
2020/02/05T23:31:30z,84:f3:eb:d5:fc:e2,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,68,14,18,972.37,0.08,36568,0,955,3.41,5,5.44,3.41,5,5.44,21,21,837.93,234.89,26.03,2.85,0.62,0.39,5.55,6.62,6.95,5.55,6.62,6.95,28,28,1171.64,327.82,20.55,1.18,0.36,0,
2020/02/05T23:33:30z,84:f3:eb:d5:fc:e2,4.11,2.0+OPENLOG+15582 MB+DS3231+BME280+PMSX003-B+PMSX003-A,68,14,17,972.34,0.08,36568,0,1075,3.84,4.96,5.76,3.84,4.96,5.76,21,21,850.24,241.35,26.44,2.32,1.12,0.97,6.53,7.74,8.12,6.53,7.74,8.12,32,32,1324.85,368.09,24.51,1.79,0.18,0.18,
