#YY/MM/DD,HR:MN:SC,aveconc,concent,rawconc,cnt_sec,condtmp,satttmp,satbtmp,optctmp,inlttmp,smpflow,satflow,pressur,condpwr,sattpwr,satbpwr,optcpwr,satfpwr,fillcnt,err_num
19/11/22,15:31:51,10227.9,10423,10110,62281,19.9,44.9,45,29.9,23.9,369,372,970,246,47,26,56,50,0,0
19/11/22,15:31:52,10263.7,10359,10050,61879,19.9,44.9,45,30,23.9,369,371,969,246,47,26,28,50,0,0
19/11/22,15:31:53,10329.2,10371,10062,61962,19.9,45,45,30,23.9,369,371,970,246,23,26,28,50,0,0
19/11/22,15:31:54,10340.4,10277,9972,61421,19.9,45,45,30,23.9,369,371,970,246,23,26,28,50,0,0
19/11/22,15:31:55,10336.4,10252,9949,61277,19.9,45,45,30.1,23.9,369,371,970,246,23,26,0,50,0,0
19/11/22,15:31:56,10330.6,10394,10082,62109,19.9,44.9,45,30.1,23.9,369,371,970,246,47,26,0,50,0,0
19/11/22,15:31:57,10357,10491,10174,62643,19.9,44.9,45,30.1,23.9,369,371,970,246,47,26,0,50,0,0
19/11/22,15:31:58,10333.4,10253,9949,61232,19.9,44.9,45,30.1,23.9,369,372,970,245,47,26,0,50,0,0
19/11/22,15:31:59,10296,10090,9796,60290,19.8,44.9,45,30.1,23.9,369,371,970,244,23,0,0,50,0,0
19/11/22,15:32:00,10223.8,9891,9609,59183,19.9,44.9,45,30.1,23.9,369,371,970,244,47,26,0,50,0,0
19/11/22,15:32:01,10140.6,9978,9690,59643,19.9,44.9,45,30.1,23.9,369,370,970,244,47,26,0,50,0,0
19/11/22,15:32:02,10102.8,10302,9996,61608,19.9,45,45,30.1,23.9,369,370,970,244,23,26,0,50,0,0
19/11/22,15:32:03,10104,10259,9954,61342,19.9,45,45,30.1,23.9,369,371,970,244,23,26,0,50,0,0
19/11/22,15:32:04,10162,10380,10069,61970,19.9,45,45,30.1,23.9,369,370,970,244,23,26,0,50,0,0
19/11/22,15:32:05,10250.2,10332,10023,61705,19.9,45,45,30.1,23.9,369,370,970,244,23,26,0,50,0,0
19/11/22,15:32:06,10324.6,10350,10041,61774,19.9,44.9,45,30.1,24,368,371,970,244,47,26,0,50,0,0
19/11/22,15:32:07,10346.6,10412,10099,61999,20,44.9,45,30,24,368,370,970,244,123,52,56,50,0,0
19/11/22,15:32:08,10399.2,10522,10202,62664,20,45,45,30,24,368,370,970,244,48,52,56,50,0,0
19/11/22,15:32:09,10418.2,10475,10158,62351,20,45,45,30,24,368,370,970,244,48,52,56,50,0,0
19/11/22,15:32:10,10463.8,10560,10238,62843,20,45.1,45,30,24,368,370,970,244,24,52,56,50,0,0
19/11/22,15:32:11,10467,10366,10056,61764,20,45.1,45,30,23.9,368,371,970,244,24,52,56,50,0,0
19/11/22,15:32:12,10459.2,10373,10062,61732,20,45.1,45,30,23.9,368,371,970,244,24,52,56,50,0,0
19/11/22,15:32:13,10406,10256,9952,61066,20,45.1,45,30,23.9,368,371,970,244,24,52,56,50,0,0
19/11/22,15:32:14,10374.2,10316,10008,61422,20,45,45,30,23.9,368,370,970,244,48,52,56,50,0,0
19/11/22,15:32:15,10294.2,10160,9863,60579,20,45,45.1,30,23.9,368,370,970,244,48,26,56,50,0,0
19/11/22,15:32:16,10291.2,10351,10041,61655,20,45,45.1,30,23.9,368,370,970,244,48,26,56,50,0,0
19/11/22,15:32:17,10295.2,10393,10082,61926,20,45,45.1,30,23.9,368,370,970,244,48,26,56,50,0,0
19/11/22,15:32:18,10321,10385,10074,61868,20.1,45.1,45.1,30,23.9,368,371,970,244,48,52,128,50,0,0
19/11/22,15:32:19,10338.6,10404,10092,61916,20.1,45.1,45.1,30,23.9,367,370,970,244,48,52,128,50,0,0
19/11/22,15:32:20,10328.8,10111,9816,60184,20.1,45.1,45.1,30.1,23.9,367,371,970,244,48,52,58,50,0,0
19/11/22,15:32:21,10271.4,10064,9772,59866,20.1,45.1,45.1,30.1,23.9,367,371,970,244,48,52,58,50,0,0
19/11/22,15:32:22,10262.4,10348,10039,61522,20.1,45.1,45.1,30.1,23.9,367,371,970,244,48,52,58,50,0,0
19/11/22,15:32:23,10240.8,10277,9971,61077,20.1,45.1,45.1,30.1,23.9,367,371,970,244,48,52,58,50,0,0
19/11/22,15:32:24,10218.6,10293,9988,61237,20.1,45.1,45.2,30.1,23.9,368,370,970,244,48,26,58,50,0,0
19/11/22,15:32:25,10281.6,10426,10112,62068,20.1,45.1,45.2,30.2,23.9,368,370,970,244,48,26,29,50,0,0
19/11/22,15:32:26,10377.6,10544,10223,62761,20.1,45.1,45.2,30.2,23.9,367,371,970,244,48,26,29,50,0,0
19/11/22,15:32:27,10436.6,10643,10317,63265,20.1,45.2,45.2,30.2,23.8,367,371,970,244,24,26,29,50,0,0
19/11/22,15:32:28,10469,10439,10124,62083,20.1,45.2,45.2,30.2,23.8,367,371,970,244,24,26,29,50,0,0
19/11/22,15:32:29,10443.2,10164,9865,60488,20.1,45.2,45.2,30.3,23.8,367,371,970,244,24,26,0,50,0,0
19/11/22,15:32:30,10425.2,10336,10027,61480,20.1,45.1,45.2,30.3,23.8,367,371,970,244,48,26,0,50,0,0
19/11/22,15:32:32,10407.4,10455,10139,62055,20.1,45.1,45.2,30.3,23.8,367,371,970,244,48,26,0,50,0,0
19/11/22,15:32:33,10473.2,10972,10624,65024,20.1,45.1,45.2,30.3,23.8,367,370,970,244,48,26,0,50,0,0
19/11/22,15:32:34,10626,11203,10841,66402,20.1,45.2,45.2,30.3,23.8,367,370,970,244,24,26,0,50,0,0
19/11/22,15:32:35,10925.4,11661,11269,69058,20.1,45.2,45.2,30.3,23.8,367,370,970,244,24,26,0,50,0,0
19/11/22,15:32:36,11422.6,12822,12352,75706,20.1,45.2,45.2,30.4,23.8,367,370,970,244,24,26,0,50,0,0
19/11/22,15:32:37,11928.2,12983,12500,76653,20.1,45.2,45.2,30.4,23.8,367,370,970,244,24,26,0,50,0,0
19/11/22,15:32:38,12322.8,12945,12466,76367,20.1,45.2,45.2,30.4,23.8,367,370,970,244,24,26,0,50,0,0
19/11/22,15:32:39,12727,13224,12723,77946,20.1,45.1,45.2,30.4,23.9,367,370,970,244,48,26,0,50,0,0
19/11/22,15:32:40,13014.8,13100,12608,77280,20.1,45.1,45.2,30.4,23.9,367,370,970,244,48,26,0,50,0,0
19/11/22,15:32:41,13166.8,13301,12795,78280,20.1,45.1,45.2,30.4,23.9,367,370,970,244,48,26,0,50,0,0
19/11/22,15:32:42,13241.2,13409,12893,78833,20.1,45.1,45.2,30.4,23.9,366,370,970,244,48,26,0,50,0,0
19/11/22,15:32:43,13285.1,12920,12441,76140,20.1,45.2,45.2,30.3,23.9,367,370,970,244,24,26,0,50,0,0
19/11/22,15:32:44,13285.5,13532,13008,79627,20.1,45.2,45.2,30.4,23.9,367,370,970,244,24,26,0,50,0,0
19/11/22,15:32:45,13383.1,13644,13111,80215,20.1,45.2,45.2,30.3,23.9,367,370,970,244,24,26,0,50,0,0
19/11/22,15:32:46,13398.5,13674,13140,80395,20.1,45.2,45.2,30.3,23.9,367,371,970,244,24,26,0,50,0,0
19/11/22,15:32:47,13345.6,12507,12057,73769,20.1,45.1,45.2,30.3,23.9,367,370,970,244,48,26,0,50,0,0
19/11/22,15:32:48,13197,12336,11899,72835,20.1,45.1,45.2,30.3,23.9,367,370,970,244,48,26,0,50,0,0
19/11/22,15:32:49,13150.2,13648,13115,80282,20.1,45.1,45.2,30.3,23.9,367,370,970,244,48,26,0,50,0,0
19/11/22,15:32:50,13085.4,12880,12404,75943,20.1,45.1,45.2,30.2,23.9,367,370,970,244,48,26,29,50,0,0
19/11/22,15:32:51,12900.8,12592,12137,74306,20.1,45.2,45.2,30.2,23.9,367,370,970,244,24,26,29,50,0,0
19/11/22,15:32:52,12880.4,13385,12873,78680,20.1,45.2,45.2,30.2,23.9,366,370,970,244,24,26,29,50,0,0
19/11/22,15:32:53,13044.6,13100,12608,77124,20.1,45.2,45.2,30.2,23.9,367,370,970,244,24,26,29,50,0,0
19/11/22,15:32:54,13009,12528,12078,73896,20.1,45.2,45.2,30.2,23.9,367,370,970,244,24,26,29,50,0,0
19/11/22,15:32:55,12819.4,12104,11683,71478,20.1,45.1,45.2,30.2,23.9,367,370,970,244,48,26,29,50,0,0
19/11/22,15:32:56,12643.4,11608,11221,68609,20.1,45.1,45.2,30.2,23.9,366,370,970,244,48,26,29,50,0,0
19/11/22,15:32:57,12420.5,12140,11717,71619,20.1,45.1,45.2,30.2,23.9,366,370,970,244,48,26,29,50,0,0
19/11/22,15:32:58,12144.9,11589,11203,68496,20.1,45.2,45.2,30.2,23.9,366,370,970,244,24,26,29,50,0,0
19/11/22,15:32:59,11820.9,10799,10463,63942,20.1,45.2,45.2,30.2,23.9,366,370,970,244,24,26,29,50,0,0
19/11/22,15:33:00,11504,10664,10336,63231,20.1,45.2,45.2,30.2,23.8,366,370,970,244,24,26,29,50,0,0
19/11/22,15:33:01,11216.4,10172,9873,60394,20.1,45.2,45.2,30.2,23.8,367,370,970,244,24,26,29,50,0,0
19/11/22,15:33:02,10896.5,10377,10066,61557,20.1,45.1,45.2,30.1,23.8,367,370,970,244,48,26,58,50,0,0
19/11/22,15:33:03,10597.9,10366,10056,61514,20.1,45.1,45.2,30.2,23.8,367,370,970,244,48,26,29,50,0,0
19/11/22,15:33:04,10434.4,10387,10075,61661,20.1,45.1,45.2,30.2,23.8,367,370,970,244,48,26,29,50,0,0
19/11/22,15:33:05,10367.8,10410,10097,61807,20.1,45.2,45.2,30.2,23.8,367,371,970,244,24,26,29,50,0,0
19/11/22,15:33:06,10335.6,10104,9809,60041,20.1,45.2,45.2,30.2,23.8,367,371,970,244,24,26,29,50,0,0
19/11/22,15:33:07,10328.2,10371,10061,61545,20.1,45.2,45.2,30.2,23.8,367,371,970,244,24,26,29,50,0,0
19/11/22,15:33:08,10316.5,10255,9952,60918,20.1,45.1,45.2,30.2,23.8,367,371,970,244,48,26,29,50,0,0
19/11/22,15:33:09,10292.6,10259,9955,60848,20.1,45.1,45.2,30.2,23.8,366,371,970,244,48,26,29,50,0,0
19/11/22,15:33:10,10270.2,10314,10007,61167,20.1,45.1,45.2,30.2,23.8,366,371,970,244,48,26,29,50,0,0
19/11/22,15:33:11,10278,10278,9972,60972,20.1,45.2,45.2,30.3,23.7,366,372,970,244,24,26,0,50,0,0
19/11/22,15:33:12,10281.9,10236,9933,60732,20.1,45.2,45.2,30.2,23.7,366,372,970,244,24,26,29,50,0,0
19/11/22,15:33:13,10258.6,10157,9859,60293,20.1,45.2,45.2,30.2,23.7,366,371,970,244,24,26,29,50,0,0
19/11/22,15:33:14,10238.1,10152,9855,60227,20.1,45.2,45.2,30.2,23.7,366,371,970,244,24,26,29,50,0,0
19/11/22,15:33:15,10222.3,10263,9958,60978,20.1,45.1,45.2,30.3,23.7,367,370,970,244,48,26,0,50,0,0
19/11/22,15:33:16,10231.2,10418,10105,61925,20.1,45.1,45.2,30.3,23.7,367,370,970,244,48,26,0,50,0,0
19/11/22,15:33:17,10256.2,10346,10037,61497,20.1,45.1,45.2,30.3,23.7,367,370,970,244,48,26,0,50,0,0
19/11/22,15:33:18,10289.3,10378,10068,61630,20.1,45.1,45.2,30.3,23.7,366,371,970,244,48,26,0,50,0,0
19/11/22,15:33:19,10326,10298,9992,61122,20.2,45.1,45.2,30.4,23.7,367,371,970,245,124,52,0,50,0,0
19/11/22,15:33:20,10345,10307,10000,61183,20.2,45.1,45.2,30.3,23.7,366,371,970,245,124,52,29,50,0,0
19/11/22,15:33:21,10334.7,10271,9966,60908,20.2,45.2,45.2,30.3,23.7,366,371,970,245,48,52,29,50,0,0
19/11/22,15:33:22,10330.2,10448,10133,61927,20.1,45.2,45.2,30.3,23.7,366,371,970,245,24,26,0,50,0,0
19/11/22,15:33:23,10343.2,10406,10093,61755,20.1,45.2,45.3,30.3,23.7,367,371,970,245,24,0,0,50,0,0
19/11/22,15:33:24,10365.7,10495,10178,62262,20.1,45.2,45.3,30.3,23.7,366,371,970,245,24,0,0,50,0,0
19/11/22,15:33:25,10403.5,10488,10170,62194,20.1,45.2,45.3,30.3,23.7,367,371,970,245,24,0,0,50,0,0
19/11/22,15:33:26,10436.7,10422,10109,61870,20.1,45.2,45.3,30.3,23.7,367,371,970,245,24,0,0,50,0,0
19/11/22,15:33:27,10446.6,10396,10083,61693,20.1,45.2,45.3,30.3,23.7,367,371,970,245,24,0,0,50,0,0
19/11/22,15:33:28,10441.2,10404,10091,61831,20.1,45.2,45.2,30.3,23.7,367,370,970,245,24,26,0,50,0,0
19/11/22,15:33:29,10435.7,10442,10126,61987,20.1,45.1,45.2,30.3,23.7,367,371,970,245,48,26,0,50,0,0
19/11/22,15:33:30,10432,10504,10185,62345,20.1,45.1,45.2,30.3,23.7,367,371,970,245,48,26,0,50,0,0
19/11/22,15:33:31,10447,10556,10236,62624,20.1,45.1,45.2,30.3,23.7,367,371,970,245,48,26,0,50,0,0
19/11/22,15:33:32,10469.3,10485,10168,62240,20,45.2,45.2,30.2,23.7,367,371,970,245,0,0,0,50,0,0
19/11/22,15:33:33,10467.2,10294,9988,61098,20,45.2,45.2,30.2,23.7,367,371,970,245,0,0,0,50,0,0
19/11/22,15:33:34,10451.2,10392,10080,61703,20,45.1,45.2,30.2,23.7,367,371,970,245,24,0,0,50,0,0
19/11/22,15:33:35,10434.4,10386,10074,61696,20,45.1,45.2,30.2,23.7,367,371,970,245,24,0,0,50,0,0
19/11/22,15:33:36,10420.1,10531,10211,62525,20,45.1,45.2,30.2,23.7,367,371,970,245,24,0,0,50,0,0
19/11/22,15:33:37,10409.8,10407,10094,61850,20,45,45.2,30.2,23.7,367,371,970,245,48,0,0,50,0,0
19/11/22,15:33:38,10430.9,10583,10260,62876,20,45,45.2,30.1,23.7,367,371,970,245,48,0,29,50,0,0
19/11/22,15:33:39,10454.9,10343,10034,61480,20,45,45.2,30.1,23.7,367,370,970,245,48,0,29,50,0,0
19/11/22,15:33:40,10457.1,10457,10141,62106,20,45.1,45.2,30.1,23.7,367,371,970,245,24,0,29,50,0,0
19/11/22,15:33:41,10443.2,10321,10012,61338,20,45.1,45.1,30.1,23.7,367,371,970,245,24,26,29,50,0,0
19/11/22,15:33:42,10419,10375,10065,61639,20,45.1,45.1,30.1,23.7,367,371,970,245,24,26,29,50,0,0
19/11/22,15:33:43,10400.2,10427,10114,61898,20,45,45.1,30.1,23.7,367,371,970,245,48,26,29,50,0,0
19/11/22,15:33:44,10406.3,10560,10237,62666,20,45,45.1,30.1,23.7,367,371,970,245,48,26,29,50,0,0
19/11/22,15:33:45,10444.8,10625,10299,63063,20,45.1,45.1,30.1,23.6,367,371,970,245,24,26,29,50,0,0
19/11/22,15:33:46,10474.2,10536,10216,62564,20,45.1,45.1,30.1,23.6,367,370,970,245,24,26,29,50,0,0
19/11/22,15:33:47,10495.2,10453,10138,62128,20,45.1,45.1,30,23.6,367,370,970,245,24,26,58,50,0,0
19/11/22,15:33:48,10506.4,10457,10141,62168,20,45,45.1,30,23.6,367,370,970,245,48,26,58,50,0,0
19/11/22,15:33:49,10482.3,10373,10063,61620,20,45,45.1,30.1,23.6,367,371,970,245,48,26,29,50,0,0
19/11/22,15:33:50,10398.8,10175,9876,60445,20,45,45.1,30,23.6,367,371,970,245,48,26,58,50,0,0
19/11/22,15:33:51,10391,10497,10179,62300,19.9,45,45.1,30,23.6,367,371,970,245,24,0,29,50,0,0
19/11/22,15:33:52,10418.8,10592,10268,62811,20,45.1,45.1,30.1,23.6,367,371,970,245,24,26,29,50,0,0
19/11/22,15:33:53,10423.2,10479,10162,62195,19.9,45.1,45.1,30.1,23.6,367,371,970,245,0,0,0,50,0,0
19/11/22,15:33:54,10446,10487,10170,62304,19.9,45,45.1,30.1,23.6,367,371,970,245,24,0,0,50,0,0
19/11/22,15:33:55,10510.2,10496,10178,62331,19.9,45,45.1,30.1,23.6,367,370,970,245,24,0,0,50,0,0
19/11/22,15:33:56,10511.6,10504,10185,62428,19.9,45,45.1,30.1,23.6,367,370,970,245,24,0,0,50,0,0
19/11/22,15:33:57,10495.8,10513,10193,62458,19.9,45,45.1,30.1,23.6,367,370,970,245,24,0,0,50,0,0
19/11/22,15:33:58,10486.2,10431,10116,62013,19.9,44.9,45.1,30.1,23.6,367,370,970,245,48,0,0,50,0,0
19/11/22,15:33:59,10470.6,10409,10096,61862,19.9,44.9,45.1,30,23.6,367,371,970,245,48,0,29,50,0,0
19/11/22,15:34:00,10414.8,10217,9915,60732,19.9,44.9,45.1,30.1,23.6,367,370,970,245,48,0,0,50,0,0
19/11/22,15:34:01,10380,10330,10022,61396,19.9,44.9,45,30.1,23.6,367,370,970,245,48,26,0,50,0,0
19/11/22,15:34:02,10342,10323,10015,61362,19.9,45,45,30,23.6,367,370,970,245,24,26,29,50,0,0
19/11/22,15:34:03,10349.6,10469,10153,62177,19.9,45,45,30,23.6,367,370,970,245,24,26,29,50,0,0
19/11/22,15:34:04,10334,10331,10023,61434,19.9,45,45,30,23.6,367,370,970,245,24,26,29,50,0,0
19/11/22,15:34:05,10451.6,10805,10468,64162,19.9,44.9,45,30,23.6,367,370,970,245,48,26,29,50,0,0
19/11/22,15:34:06,10624.6,11195,10833,66420,19.9,44.9,45,30,23.6,368,370,970,245,48,26,29,50,0,0
19/11/22,15:34:07,10752.4,10962,10615,65118,19.9,44.9,45,30,23.7,367,370,970,245,48,26,29,50,0,0
19/11/22,15:34:08,10863,11022,10671,65406,19.9,45,45,30,23.7,367,370,970,245,24,26,29,50,0,0
19/11/22,15:34:09,10974.8,10890,10547,64668,19.9,45,45,30,23.7,367,370,970,245,24,26,29,50,0,0
19/11/22,15:34:10,11015.6,11009,10659,65341,19.9,45,45,30,23.7,367,370,970,245,24,26,29,50,0,0
19/11/22,15:34:11,11056.8,11401,11027,67600,19.9,45,45,30,23.7,367,369,970,245,24,26,29,50,0,0
19/11/22,15:34:12,11139.6,11376,11003,67453,19.9,44.9,45,30,23.7,367,369,970,245,48,26,29,50,0,0
19/11/22,15:34:13,11170.6,11177,10817,66325,19.9,44.9,45,30,23.7,367,369,970,245,48,26,29,50,0,0
19/11/22,15:34:14,11120.4,10639,10313,63221,19.9,44.9,45,30,23.7,367,370,970,245,48,26,29,50,0,0
19/11/22,15:34:15,11029.6,10555,10233,62740,19.9,44.9,45,30,23.6,368,370,970,245,48,26,29,50,0,0
19/11/22,15:34:16,10839,10448,10133,62156,19.9,44.9,45,30,23.7,367,370,970,245,48,26,29,50,0,0
19/11/22,15:34:17,10666.2,10512,10193,62478,19.9,45,45,30,23.6,367,370,970,245,24,26,29,50,0,0
19/11/22,15:34:18,10519,10441,10126,62087,19.9,45,45,30,23.6,368,370,970,245,24,26,29,50,0,0
19/11/22,15:34:19,10471,10399,10087,61877,19.9,44.9,45,30,23.6,368,370,970,245,48,26,29,50,0,0
19/11/22,15:34:20,10435.4,10377,10066,61756,19.9,44.9,45,30,23.6,368,370,970,245,48,26,29,50,0,0
19/11/22,15:34:21,10428.6,10414,10102,61967,19.9,44.9,45,30,23.6,367,370,970,245,48,26,29,50,0,0
19/11/22,15:34:22,10411.6,10427,10112,62002,19.9,44.9,45,30,23.6,367,370,970,245,48,26,29,50,0,0
19/11/22,15:34:23,10373.2,10249,9945,60977,19.9,45,45,30,23.6,367,370,970,245,24,26,29,50,0,0
19/11/22,15:34:24,10396.6,10516,10197,62518,19.9,45,45,30,23.6,368,370,970,245,24,26,29,50,0,0
19/11/22,15:34:25,10409.2,10440,10126,62175,19.9,45,45,30,23.6,368,370,970,245,24,26,29,50,0,0
19/11/22,15:34:26,10484.6,10791,10455,64147,19.9,44.9,45,30,23.6,368,370,970,245,48,26,29,50,0,0
19/11/22,15:34:27,10560.4,10806,10469,64221,19.9,44.9,45,30,23.6,368,370,970,245,48,26,29,50,0,0
19/11/22,15:34:28,10659.8,10746,10414,63880,19.9,44.9,45,30,23.6,367,370,970,245,48,26,29,50,0,0
19/11/22,15:34:29,10761.8,11026,10675,65454,19.9,44.9,45,30,23.7,367,370,970,245,48,26,29,50,0,0
19/11/22,15:34:30,10866.8,10965,10618,65089,19.9,45,45,30,23.7,367,370,970,245,24,26,29,50,0,0
19/11/22,15:34:31,10801.4,10464,10148,62219,19.9,45,45,30.1,23.7,367,370,970,245,24,26,0,50,0,0
19/11/22,15:34:32,10671.6,10157,9859,60437,19.9,45,45,30,23.7,367,370,970,245,24,26,29,50,0,0
19/11/22,15:34:33,10561.6,10196,9895,60637,19.9,45,45,30.1,23.7,367,370,970,245,24,26,0,50,0,0
19/11/22,15:34:34,10405.2,10244,9942,60945,19.9,44.9,45,30.1,23.7,367,370,970,245,48,26,0,50,0,0
19/11/22,15:34:35,10268.2,10280,9975,61168,19.9,44.9,45,30.1,23.6,368,370,970,245,48,26,0,50,0,0
19/11/22,15:34:36,10212.4,10185,9885,60646,19.9,44.9,45,30.1,23.6,367,370,970,245,48,26,0,50,0,0
19/11/22,15:34:37,10248.4,10337,10029,61498,19.9,44.9,45,30.1,23.6,367,370,970,245,48,26,0,50,0,0
19/11/22,15:34:38,10261.2,10260,9955,60997,19.9,44.9,45,30.1,23.6,367,370,970,245,48,26,0,50,0,0
19/11/22,15:34:39,10265,10263,9958,61045,19.9,45,45,30.1,23.6,367,370,970,245,24,26,0,50,0,0
19/11/22,15:34:40,10255.6,10233,9931,60897,19.9,45,45,30.1,23.6,367,371,970,245,24,26,0,50,0,0
19/11/22,15:34:41,10250.6,10160,9861,60423,19.9,45,45,30.1,23.6,367,371,970,245,24,26,0,50,0,0
19/11/22,15:34:42,10203.4,10101,9806,60114,19.9,44.9,45,30.1,23.6,367,371,970,245,48,26,0,50,0,0
19/11/22,15:34:43,10166.8,10077,9784,59911,19.8,44.9,45,30.1,23.6,368,370,970,244,24,0,0,50,0,0
19/11/22,15:34:44,10135.4,10106,9811,60184,19.9,44.9,45,30.1,23.6,368,370,970,244,48,26,0,50,0,0
19/11/22,15:34:45,10100.4,10058,9766,59936,19.8,44.9,45,30.1,23.6,368,370,970,244,24,0,0,50,0,0
19/11/22,15:34:46,10109.2,10204,9903,60759,19.9,44.9,45,30.1,23.6,368,370,970,244,48,26,0,50,0,0
19/11/22,15:34:48,10115.2,10131,9834,60335,19.9,44.9,45,30.1,23.6,367,370,970,244,48,26,0,50,0,0
19/11/22,15:34:48,10129.2,10147,9849,60379,19.9,44.9,45,30.1,23.6,367,370,970,244,48,26,0,50,0,0
19/11/22,15:34:50,10121.6,10068,9775,59925,19.9,44.9,45,30.1,23.6,367,370,970,244,48,26,0,50,0,0
19/11/22,15:34:51,10136.6,10133,9837,60295,19.9,44.9,45,30.1,23.6,367,370,970,244,48,26,0,50,0,0
19/11/22,15:34:52,10122,10131,9835,60252,19.9,44.9,45,30,23.6,368,370,970,244,48,26,29,50,0,0
19/11/22,15:34:53,10143,10236,9934,60947,19.9,45,45,30,23.6,367,370,970,244,24,26,29,50,0,0
19/11/22,15:34:54,10150.4,10184,9885,60586,19.9,45,45,30,23.6,368,370,970,244,24,26,29,50,0,0
19/11/22,15:34:55,10117.2,9902,9618,59069,19.9,44.9,45,30,23.6,367,370,970,244,48,26,29,50,0,0
19/11/22,15:34:56,10130.2,10198,9897,60672,19.9,44.9,45,30,23.6,367,370,970,244,48,26,29,50,0,0
19/11/22,15:34:57,10126,10110,9815,60180,19.9,44.9,45,30,23.6,368,370,970,244,48,26,29,50,0,0
19/11/22,15:34:58,10104.4,10128,9831,60304,19.9,44.9,45,30,23.6,368,370,970,244,48,26,29,50,0,0
19/11/22,15:34:59,10130.4,10314,10007,61425,19.9,44.9,45,30,23.6,367,371,970,244,48,26,29,50,0,0
19/11/22,15:35:00,10255.8,10529,10209,62526,19.9,45,45,30,23.6,367,370,970,244,24,26,29,50,0,0
19/11/22,15:35:01,10271.8,10278,9972,61104,19.9,45,45,30,23.6,367,370,970,244,24,26,29,50,0,0
19/11/22,15:35:02,10311.8,10310,10002,61326,19.9,45,45,30,23.6,368,370,970,244,24,26,29,50,0,0
19/11/22,15:35:03,10352.4,10331,10023,61483,19.9,44.9,45,30,23.6,368,370,970,244,48,26,29,50,0,0
19/11/22,15:35:04,10363,10367,10056,61699,19.9,44.9,45,30,23.6,368,370,970,244,48,26,29,50,0,0
19/11/22,15:35:05,10315.6,10292,9987,61273,19.9,44.9,45,30,23.6,367,370,970,244,48,26,29,50,0,0
19/11/22,15:35:06,10324.2,10321,10013,61371,19.9,44.9,45,30,23.6,367,370,970,244,48,26,29,50,0,0
19/11/22,15:35:07,10299.4,10186,9886,60597,19.9,44.9,45,30,23.6,367,370,970,244,48,26,29,50,0,0
19/11/22,15:35:08,10291.4,10269,9964,61094,19.9,44.9,45,30,23.6,367,370,970,244,48,26,29,50,0,0
19/11/22,15:35:09,10291.3,10464,10148,62189,20,44.9,45,30,23.6,367,370,970,244,124,52,58,50,0,0
19/11/22,15:35:10,10328.2,10489,10172,62223,20,45,45,30,23.6,367,370,970,244,48,52,58,50,1,0
19/11/22,15:35:11,10378.8,10659,10332,60610,19.9,45,45,30,23.6,351,369,970,244,24,26,29,48,1,0
19/11/22,15:35:12,10466,10585,10262,63533,19.9,45,45,30,23.5,371,365,970,244,24,26,29,49,0,0
19/11/22,15:35:13,10492.1,10258,9953,61652,19.9,45,45,30,23.5,371,366,970,244,24,26,29,50,0,0
19/11/22,15:35:14,10469.8,10252,9948,61002,19.9,45,45,30,23.5,367,370,970,244,24,26,29,50,0,0
19/11/22,15:35:15,10426.8,10271,9965,61021,19.9,45,45,30,23.5,367,370,970,244,24,26,29,50,0,0
19/11/22,15:35:16,10376.8,10377,10065,61643,20,44.9,45,30,23.6,367,370,970,244,124,52,58,50,0,0
19/11/22,15:35:17,10336.1,10460,10143,62049,20,44.9,45,30.1,23.6,366,370,970,244,124,52,29,50,0,0
19/11/22,15:35:18,10336.5,10387,10076,61578,20,45,45,30.1,23.6,366,370,970,244,45,52,29,50,0,0
19/11/22,15:35:19,10367.4,10432,10118,61857,20,45.1,45,30.1,23.6,367,370,970,244,22,52,29,50,0,0
19/11/22,15:35:20,10418.5,10602,10278,62977,20,45.1,45,30.1,23.6,367,370,970,244,22,52,29,50,0,0
19/11/22,15:35:21,10462.1,10482,10165,62226,20,45.1,45,30.1,23.6,367,370,970,244,22,52,29,50,0,0
19/11/22,15:35:22,10473.7,10471,10155,62214,20,45,45,30.1,23.6,367,370,970,244,45,52,29,50,0,0
19/11/22,15:35:23,10493.7,10576,10253,62753,20,45,45.1,30.1,23.6,367,370,970,244,45,26,29,50,0,0
19/11/22,15:35:24,10515.4,10460,10143,62029,20,45,45.1,30.1,23.6,366,370,970,244,45,26,29,50,0,0
19/11/22,15:35:25,10501.7,10437,10123,61903,20,45,45.1,30.1,23.6,366,370,970,244,45,26,29,50,0,0
19/11/22,15:35:26,10475.7,10387,10076,61580,20,45,45.1,30.1,23.6,366,370,970,244,45,26,29,50,0,0
19/11/22,15:35:27,10441.8,10227,9926,60609,20,45,45.1,30.2,23.6,366,370,970,244,45,26,0,50,0,0
19/11/22,15:35:28,10405.1,10453,10138,61969,20,45.1,45.1,30.1,23.6,366,370,970,244,22,26,29,50,0,0
19/11/22,15:35:29,10394,10472,10156,62125,20,45,45.1,30.2,23.6,367,370,970,244,45,26,0,50,0,0
19/11/22,15:35:30,10407.7,10562,10240,62680,20,45,45.1,30.2,23.5,367,370,970,244,45,26,0,50,0,0
19/11/22,15:35:31,10422.1,10406,10093,61772,20,45,45.1,30.2,23.5,367,370,970,244,45,26,0,50,0,0
19/11/22,15:35:32,10410.4,10091,9797,59913,20,45,45.1,30.2,23.5,366,370,970,244,45,26,0,50,0,0
