#YY/MM/DD,HR:MN:SC,aveconc,concent,rawconc,cnt_sec,condtmp,satttmp,satbtmp,optctmp,inlttmp,smpflow,satflow,pressur,condpwr,sattpwr,satbpwr,optcpwr,satfpwr,fillcnt,err_num
19/11/22,15:35:33,10376.7,10252,9948,60797,20,45,45.2,30.2,23.5,366,370,970,244,45,0,0,50,0,0
19/11/22,15:35:34,10337,10276,9970,61002,20,45,45.1,30.2,23.5,366,369,970,244,45,26,0,50,0,0
19/11/22,15:35:35,10274.6,10134,9838,60181,20,45,45.2,30.1,23.5,367,369,970,244,45,0,29,50,0,0
19/11/22,15:35:36,10221,10298,9991,61099,20,45,45.2,30.1,23.5,366,369,970,244,45,0,29,50,0,0
19/11/22,15:35:37,10228.7,10276,9971,60968,20,45,45.2,30.1,23.5,366,369,970,244,45,0,29,50,0,0
19/11/22,15:35:38,10246,10240,9937,60759,20,44.9,45.2,30.1,23.5,366,369,970,244,122,0,29,50,0,0
19/11/22,15:35:39,10243.5,10263,9958,60789,20,45,45.1,30.1,23.5,366,369,970,244,46,26,29,50,0,0
19/11/22,15:35:40,10298.4,10696,10367,63251,20,45,45.1,30,23.5,366,369,970,244,46,26,58,50,0,0
19/11/22,15:35:41,10410.1,10853,10514,64210,20,45.1,45.1,30,23.5,366,369,970,244,23,26,58,50,0,0
19/11/22,15:35:42,10517.3,10793,10457,63863,20,45.1,45.1,30,23.5,366,369,970,244,23,26,58,50,0,0
19/11/22,15:35:43,10618.8,10738,10405,63485,20,45.1,45.1,30,23.5,366,369,970,244,23,26,58,50,0,0
19/11/22,15:35:44,10709,10667,10338,63149,20,45.1,45.1,30,23.6,366,368,970,244,23,26,58,50,0,0
19/11/22,15:35:45,10754.5,10747,10414,63540,20,45,45.1,30,23.6,366,368,970,244,46,26,58,50,0,0
19/11/22,15:35:46,10739.8,10655,10327,63059,20,45,45.1,30,23.6,366,368,970,244,46,26,58,50,0,0
19/11/22,15:35:47,10699.9,10592,10268,62721,20,45,45.1,30,23.5,366,368,970,244,46,26,58,50,0,0
19/11/22,15:35:48,10670,10640,10314,62929,20,45,45.1,30,23.6,365,369,970,244,46,26,58,50,0,0
19/11/22,15:35:49,10656,10625,10299,62722,20,45,45.1,30,23.5,365,369,970,244,46,26,58,50,0,0
19/11/22,15:35:50,10643.2,10661,10333,62965,20,45,45.1,30,23.6,365,369,970,244,46,26,58,50,0,0
19/11/22,15:35:51,10643.4,10743,10410,63432,20,45,45.1,30.1,23.5,365,368,970,244,46,26,29,50,0,0
19/11/22,15:35:52,10659.7,10667,10338,63032,20,45,45.1,30,23.6,365,368,970,244,46,26,58,50,0,0
19/11/22,15:35:53,10671.5,10683,10354,63174,20,45,45.1,30.1,23.6,366,368,970,244,46,26,29,50,0,0
19/11/22,15:35:54,10674.8,10615,10290,62802,20,45,45.2,30,23.6,366,369,970,244,46,0,58,50,0,0
19/11/22,15:35:55,10663,10553,10232,62477,20,45,45.2,30.1,23.6,366,369,970,244,46,0,29,50,0,0
19/11/22,15:35:56,10639.2,10613,10288,62791,20,45,45.1,30.1,23.6,366,369,970,244,46,26,29,50,0,0
19/11/22,15:35:57,10609,10495,10177,62070,20,45,45.1,30.1,23.6,365,369,970,244,46,26,29,50,0,0
19/11/22,15:35:58,10575.7,10522,10203,62241,20,45.1,45.1,30.1,23.6,365,369,970,244,23,26,29,50,0,0
19/11/22,15:35:59,10535,10369,10058,61338,20,45.1,45.1,30.1,23.6,365,369,970,244,23,26,29,50,0,0
19/11/22,15:36:00,10501.1,10460,10144,61864,20,45,45.1,30.2,23.7,366,369,970,244,46,26,0,50,0,0
19/11/22,15:36:01,10475.2,10447,10131,61805,20,45,45.1,30.1,23.7,365,369,970,244,46,26,29,50,0,0
19/11/22,15:36:02,10464.1,10550,10228,62342,20,45,45.1,30.2,23.7,365,369,970,244,46,26,0,50,0,0
19/11/22,15:36:03,10455.6,10466,10150,61867,20,45,45.1,30.2,23.6,365,369,970,244,46,26,0,50,0,0
19/11/22,15:36:04,10444.1,10388,10076,61446,20,45,45.1,30.2,23.6,365,369,970,244,46,26,0,50,0,0
19/11/22,15:36:05,10467.6,10532,10212,62130,20,45,45.1,30.2,23.6,365,370,970,244,46,26,0,50,0,0
19/11/22,15:36:06,10496.7,10599,10275,62580,20,45,45.1,30.2,23.6,365,369,970,244,46,26,0,50,0,0
19/11/22,15:36:07,10560,10815,10478,63855,20,45,45.1,30.3,23.6,365,369,970,244,46,26,0,50,0,0
19/11/22,15:36:08,10642,10876,10536,64238,20,45,45.1,30.3,23.7,365,370,970,244,46,26,0,50,0,0
19/11/22,15:36:09,10770,11028,10677,65048,20,45.1,45.1,30.2,23.7,365,370,970,244,23,26,0,50,0,0
19/11/22,15:36:10,10850.4,10934,10589,64424,20,45.1,45.1,30.2,23.7,365,370,970,244,23,26,0,50,0,0
19/11/22,15:36:11,10891.8,10806,10469,63767,20,45,45.1,30.2,23.7,365,369,970,244,46,26,0,50,0,0
19/11/22,15:36:12,10799.2,10352,10042,61129,20,45,45.2,30.2,23.7,365,369,970,244,46,0,0,50,0,0
19/11/22,15:36:13,10669,10225,9923,60423,20,45,45.2,30.2,23.7,365,370,970,244,46,0,0,50,0,0
19/11/22,15:36:14,10574.2,10554,10231,62322,20,45.1,45.2,30.2,23.7,365,370,970,244,23,0,0,50,0,0
19/11/22,15:36:15,10493.2,10529,10210,62262,20,45.1,45.1,30.2,23.7,366,370,970,244,23,26,0,50,0,0
19/11/22,15:36:16,10445.6,10568,10246,62512,20,45.1,45.1,30.2,23.6,366,370,970,244,23,26,0,50,0,0
19/11/22,15:36:17,10507.2,10660,10331,63025,20,45,45.1,30.2,23.6,366,370,970,244,46,26,0,50,0,0
19/11/22,15:36:18,10612,10749,10417,63607,20,45,45.1,30.2,23.6,366,370,970,244,46,26,0,50,0,0
19/11/22,15:36:19,10647,10729,10397,63457,20,45,45.1,30.1,23.6,366,370,970,244,46,26,29,50,0,0
19/11/22,15:36:20,10680.4,10696,10367,63312,20,45.1,45.1,30.1,23.6,366,370,970,244,23,26,29,50,0,0
19/11/22,15:36:21,10710.8,10720,10388,63453,20,45.1,45.1,30.1,23.6,366,370,970,244,23,26,29,50,0,0
19/11/22,15:36:22,10718.8,10700,10369,63381,20,45.1,45.1,30.1,23.5,366,370,970,244,23,26,29,50,0,0
19/11/22,15:36:23,10705.8,10684,10355,63314,20,45,45.1,30.1,23.5,367,370,970,244,46,26,29,50,0,0
19/11/22,15:36:24,10697.2,10686,10356,63348,19.9,45,45.1,30.1,23.5,366,370,970,244,23,0,0,50,0,0
19/11/22,15:36:25,10703,10725,10394,63551,19.9,45,45.1,30.1,23.5,366,370,970,244,23,0,0,50,0,0
19/11/22,15:36:26,10734.6,10878,10536,64400,19.9,45,45.1,30.1,23.5,366,370,970,244,23,0,0,50,0,0
19/11/22,15:36:27,10773.4,10894,10551,64460,19.9,45,45.1,30,23.4,366,370,970,244,23,0,29,50,0,0
19/11/22,15:36:28,10795.8,10796,10460,63913,19.9,45,45.1,30,23.4,367,370,970,244,23,0,29,50,0,0
19/11/22,15:36:29,10802.2,10718,10387,63542,19.9,45,45.1,30,23.4,366,370,970,244,23,0,29,50,0,0
19/11/22,15:36:30,10817.6,10802,10465,63995,19.9,45,45.1,30,23.4,366,370,970,244,23,0,29,50,0,0
19/11/22,15:36:31,10794.8,10764,10430,63759,19.9,44.9,45.1,30,23.4,367,370,970,244,46,0,29,50,0,0
19/11/22,15:36:32,10738,10610,10285,62929,19.9,44.9,45.1,29.9,23.4,366,370,970,244,46,0,58,50,0,0
19/11/22,15:36:33,10668,10446,10132,61971,19.9,44.9,45.1,30,23.4,367,370,970,244,46,0,29,50,0,0
19/11/22,15:36:34,10590.8,10332,10023,61385,19.9,44.9,45.1,30,23.4,367,370,970,244,46,0,29,50,0,0
19/11/22,15:36:35,10489.4,10295,9989,61165,19.9,44.9,45.1,30,23.4,367,370,970,244,46,0,29,50,0,0
19/11/22,15:36:36,10426.6,10450,10134,62013,19.9,44.9,45,30,23.4,367,370,970,244,46,26,29,50,0,0
19/11/22,15:36:37,10383,10392,10080,61682,19.9,45,45,30,23.4,367,370,970,244,23,26,29,50,0,0
19/11/22,15:36:38,10328.4,10173,9874,60461,19.9,45,45,30,23.4,367,370,970,244,23,26,29,50,0,0
19/11/22,15:36:39,10242.4,9902,9619,58871,19.9,44.9,45,30,23.5,366,370,970,244,46,26,29,50,0,0
19/11/22,15:36:40,10222.8,10197,9897,60531,19.9,44.9,45,30,23.5,366,370,970,244,46,26,29,50,0,0
19/11/22,15:36:41,10276.6,10719,10387,63438,19.9,44.9,45,30,23.4,366,370,970,244,46,26,29,50,0,0
19/11/22,15:36:42,10348.4,10751,10416,63679,19.9,45,45,30,23.4,367,370,970,244,23,26,29,50,0,0
19/11/22,15:36:43,10481,10836,10498,64250,19.9,45,45,30,23.4,367,370,970,244,23,26,29,50,0,0
19/11/22,15:36:45,10615.2,10573,10250,62713,19.9,44.9,45,30,23.4,367,370,970,244,46,26,29,50,0,0
19/11/22,15:36:46,10711.6,10679,10349,63370,19.9,44.9,45,30,23.4,367,370,970,244,46,26,29,50,0,0
19/11/22,15:36:47,10720.4,10763,10429,63827,19.9,44.9,45,30,23.4,367,370,970,244,46,26,29,50,0,0
19/11/22,15:36:48,10718.8,10743,10410,63720,19.9,44.9,45,30,23.4,367,370,970,244,46,26,29,50,0,0
19/11/22,15:36:49,10707.4,10779,10444,63909,19.9,44.9,45,30,23.4,367,370,970,244,46,26,29,50,0,0
19/11/22,15:36:50,10747.4,10773,10438,63874,19.9,44.9,45,30,23.4,367,370,970,244,46,26,29,50,0,0
19/11/22,15:36:51,10752.2,10703,10372,63460,19.9,44.9,45,30,23.4,367,370,970,244,46,26,29,50,0,0
19/11/22,15:36:52,10746.6,10735,10402,63663,19.9,44.9,45,30,23.3,367,370,970,244,46,26,29,50,0,0
19/11/22,15:36:53,10743.4,10727,10396,63614,19.9,45,45,30,23.3,367,370,970,244,23,26,29,50,0,0
19/11/22,15:36:54,10730.8,10729,10398,63647,19.9,45,45,30,23.3,367,370,970,244,23,26,29,50,0,0
19/11/22,15:36:55,10722,10729,10398,63647,19.9,45,45,30,23.3,367,370,970,244,23,26,29,50,0,0
19/11/22,15:36:56,10715,10668,10340,63295,19.9,44.9,45,30,23.3,367,370,970,244,46,26,29,50,0,0
19/11/22,15:36:57,10713.9,10685,10355,63389,19.9,44.9,45,30,23.3,367,370,970,244,46,26,29,50,0,0
19/11/22,15:36:58,10705.4,10684,10354,63367,19.9,44.9,45,30,23.3,367,370,970,244,46,26,29,50,0,0
19/11/22,15:36:59,10694.9,10643,10317,63171,19.9,44.9,45,30,23.3,367,370,970,244,46,26,29,50,0,0
19/11/22,15:37:00,10691.9,10785,10449,63912,19.9,44.9,45,30,23.2,366,370,970,244,46,26,29,50,0,0
19/11/22,15:37:01,10703.6,10668,10340,63230,19.9,44.9,45,30,23.2,366,370,970,244,46,26,29,50,0,0
19/11/22,15:37:02,10684.1,10596,10272,62817,19.9,45,45,30,23.2,366,370,970,244,23,26,29,50,0,0
19/11/22,15:37:03,10684,10772,10438,63883,19.9,45,45,30.1,23.2,367,370,970,244,23,26,0,50,0,0
19/11/22,15:37:04,10696.2,10677,10347,63402,19.9,45,45,30,23.2,367,370,970,244,23,26,29,50,0,0
19/11/22,15:37:05,10694.5,10734,10401,63793,19.9,44.9,45,30.1,23.2,367,369,970,244,46,26,0,50,0,0
19/11/22,15:37:06,10695.2,10726,10394,63705,19.9,44.9,45,30.1,23.2,367,370,970,244,46,26,0,50,0,0
19/11/22,15:37:07,10713.8,10724,10391,63669,19.9,44.9,45,30,23.2,367,370,970,244,46,26,29,50,0,0
19/11/22,15:37:08,10725.7,10763,10429,63826,19.9,44.9,45,30,23.2,367,370,970,244,46,26,29,50,0,0
19/11/22,15:37:09,10743.2,10861,10520,64462,19.8,44.9,45,30,23.1,367,371,970,243,23,0,0,50,0,0
19/11/22,15:37:10,10765.1,10769,10435,63928,19.9,45,45,30,23.1,367,370,970,243,23,26,29,50,0,0
19/11/22,15:37:11,10776.5,10805,10468,64172,19.9,44.9,45,30,23.1,367,371,970,243,46,26,29,50,0,0
19/11/22,15:37:12,10783.6,10716,10385,63579,19.9,44.9,45,30,23.1,367,370,970,243,46,26,29,50,0,0
19/11/22,15:37:13,10783.5,10770,10436,63932,19.8,44.9,45,30,23.1,367,370,970,243,23,0,0,50,0,0
19/11/22,15:37:14,10773.2,10751,10418,63843,19.9,44.9,45,30,23.1,367,370,970,243,46,26,29,50,0,0
19/11/22,15:37:15,10760.3,10750,10416,63769,19.9,44.9,45,30,23.1,367,370,970,243,46,26,29,50,0,0
19/11/22,15:37:16,10754,10761,10427,63807,19.9,44.9,45,30,23.1,367,370,970,243,46,26,29,50,0,0
19/11/22,15:37:17,10745.5,10675,10345,63336,19.9,44.9,45,30,23,367,370,970,243,46,26,29,50,0,0
19/11/22,15:37:18,10745.5,10811,10474,64125,19.9,44.9,45,30,23,367,370,970,243,46,26,29,50,0,0
19/11/22,15:37:19,10750.8,10763,10429,63839,19.9,44.9,45,30,23,367,371,970,243,46,26,29,50,0,0
19/11/22,15:37:20,10753.3,10763,10429,63785,19.9,44.9,45,30,23,366,371,970,243,46,26,29,50,0,0
19/11/22,15:37:21,10755.8,10773,10439,63845,19.9,44.9,45,30,23,367,370,970,243,46,26,29,50,0,0
19/11/22,15:37:22,10752.5,10630,10304,63040,19.9,44.9,45,30,23,367,371,970,243,46,26,29,50,0,0
19/11/22,15:37:23,10746.5,10796,10459,63991,19.9,44.9,45,30,23,367,370,970,243,46,26,29,50,0,0
19/11/22,15:37:24,10746.3,10776,10442,63896,19.9,44.9,45,30,23,367,370,970,243,46,26,29,50,0,0
19/11/22,15:37:25,10745.3,10740,10406,63710,19.9,44.9,45,30,23,367,370,970,243,46,26,29,50,0,0
19/11/22,15:37:26,10740.8,10751,10417,63768,19.9,44.9,45,30,23,367,370,970,243,46,26,29,50,0,0
19/11/22,15:37:27,10738.7,10631,10304,63086,19.9,44.9,45,30,23,367,370,970,243,46,26,29,50,0,0
19/11/22,15:37:28,10738.2,10790,10455,63935,19.9,45,45,30,23,366,370,970,243,23,26,29,50,0,0
19/11/22,15:37:29,10741.6,10816,10479,64112,19.9,45,45,30,23,367,370,970,243,23,26,29,50,0,0
19/11/22,15:37:30,10753.4,10818,10480,64120,19.9,44.9,45,30,23,366,371,970,243,46,26,29,50,0,0
19/11/22,15:37:31,10761.4,10753,10419,63727,19.9,44.9,45,30,23,367,370,970,243,46,26,29,50,0,0
19/11/22,15:37:32,10775.7,10772,10438,63944,19.9,44.9,45,30,23,367,370,970,243,46,26,29,50,0,0
19/11/22,15:37:33,10780.8,10700,10370,63477,19.9,44.9,45,30,23,367,370,970,243,46,26,29,50,0,0
19/11/22,15:37:34,10759,10688,10358,63375,19.9,44.9,45,30,23,367,370,970,243,46,26,29,50,0,0
19/11/22,15:37:35,10740.9,10765,10431,63817,19.9,44.9,45,30,23,366,370,970,243,46,26,29,50,0,0
19/11/22,15:37:36,10737.4,10771,10436,63884,19.9,44.9,45,30,23,367,370,970,243,46,26,29,50,0,0
19/11/22,15:37:37,10728.2,10662,10335,63272,19.9,44.9,45,30,23,367,370,970,243,46,26,29,50,0,0
19/11/22,15:37:38,10714.5,10673,10343,63324,19.9,44.9,45,30,23,367,370,970,243,46,26,29,50,0,0
19/11/22,15:37:39,10709.4,10664,10337,63273,19.9,44.9,45,30,23,367,370,970,243,46,26,29,50,0,0
19/11/22,15:37:40,10701,10705,10374,63535,19.9,44.9,45,30,23,367,370,970,243,46,26,29,50,0,0
19/11/22,15:37:41,10679.5,10616,10292,62968,19.9,45,45,30,23,367,370,970,243,23,26,29,50,0,0
19/11/22,15:37:42,10668.5,10707,10376,63527,19.9,45,45,30,23,367,370,970,243,23,26,29,50,0,0
19/11/22,15:37:43,10667.7,10620,10294,63054,19.9,44.9,45,30,23,367,370,970,243,46,26,29,50,0,0
19/11/22,15:37:44,10665.4,10694,10364,63535,19.9,44.9,45,30,23,367,370,970,243,46,26,29,50,0,0
19/11/22,15:37:45,10648.8,10509,10190,62384,19.9,44.9,45,30,23,367,370,970,243,46,26,29,50,0,0
19/11/22,15:37:46,10629.7,10621,10295,63028,19.9,44.9,45,30,23,367,370,970,243,46,26,29,50,0,0
19/11/22,15:37:47,10616.3,10568,10245,62722,19.9,44.9,45,30,23,367,370,970,243,46,26,29,50,0,0
19/11/22,15:37:48,10574.7,10343,10033,61386,19.9,44.9,45,30,23,367,370,970,243,46,26,29,50,0,0
19/11/22,15:37:49,10529.9,10523,10204,62470,19.9,44.9,45,30,23,367,370,970,243,46,26,29,50,0,0
19/11/22,15:37:50,10518.4,10565,10242,62769,20,45,45,30,23,367,370,970,243,46,52,58,50,0,0
19/11/22,15:37:51,10526.2,10643,10317,63233,19.9,45,45,30,23,367,370,970,243,23,26,29,50,0,0
19/11/22,15:37:52,10538.7,10671,10341,63386,19.9,45,45,30,23,367,370,970,243,23,26,29,50,0,0
19/11/22,15:37:53,10590.6,10759,10425,63856,19.9,45,45,30,23,367,370,970,243,23,26,29,50,0,0
19/11/22,15:37:54,10661.9,10820,10482,64166,19.9,45,45,30,23,367,370,969,243,23,26,29,50,0,0
19/11/22,15:37:55,10694.2,10591,10267,62849,19.9,45,45,30,23,367,370,969,243,23,26,29,50,0,0
19/11/22,15:37:56,10701.3,10688,10359,63503,19.9,44.9,45,30,23,367,370,969,243,46,26,29,50,0,0
19/11/22,15:37:57,10709.8,10711,10380,63583,19.9,44.9,45,30,23,367,370,969,243,46,26,29,50,0,0
19/11/22,15:37:58,10687.4,10603,10279,62954,19.9,44.9,45,30,23,367,370,969,243,46,26,29,50,0,0
19/11/22,15:37:59,10684.5,10775,10441,63944,19.9,44.9,45,30,23,367,370,969,243,46,26,29,50,0,0
19/11/22,15:38:00,10690.8,10737,10404,63730,19.9,44.9,45,30.1,23,367,370,970,243,46,26,0,50,0,0
19/11/22,15:38:01,10733.9,10855,10515,64428,19.9,44.9,45,30,23,367,369,969,243,46,26,29,50,0,0
19/11/22,15:38:02,10739.4,10727,10394,63752,19.9,44.9,45,30.1,23,367,369,969,243,46,26,0,50,0,0
19/11/22,15:38:03,10782.6,10819,10482,64248,19.9,45,45,30,23,367,370,970,243,23,26,29,50,0,0
19/11/22,15:38:04,10791.2,10818,10481,64199,19.9,45,45,30.1,23,367,370,969,243,23,26,0,50,0,0
19/11/22,15:38:05,10793.2,10747,10414,63818,19.9,45,45,30.1,23,367,370,970,243,23,26,0,50,0,0
19/11/22,15:38:06,10742.8,10603,10279,62953,19.9,44.9,45,30,23,367,370,970,243,46,26,29,50,0,0
19/11/22,15:38:07,10755.6,10791,10454,64047,19.9,44.9,45,30,22.9,367,370,970,243,46,26,29,50,0,0
19/11/22,15:38:08,10744.4,10763,10430,63916,19.9,44.9,45,30.1,22.9,367,370,969,243,46,26,0,50,0,0
19/11/22,15:38:09,10749.6,10844,10505,64375,19.9,44.9,45,30,22.9,367,370,970,243,46,26,29,50,0,0
19/11/22,15:38:10,10734.4,10671,10342,63410,19.9,44.9,45,30,22.9,367,370,970,243,46,26,29,50,0,0
19/11/22,15:38:11,10760.6,10734,10401,63794,19.9,44.9,45.1,30,22.9,368,370,970,243,46,0,29,50,0,0
19/11/22,15:38:12,10761.4,10795,10458,64155,19.9,44.9,45,30,22.9,368,369,970,243,46,26,29,50,0,0
19/11/22,15:38:13,10719,10551,10230,62783,19.9,45,45,30,22.8,368,370,970,243,23,26,29,50,0,0
19/11/22,15:38:14,10666.6,10582,10259,62945,19.9,44.9,45,30,22.8,367,370,970,243,46,26,29,50,0,0
19/11/22,15:38:15,10646.4,10570,10248,62802,19.9,44.9,45,30,22.8,367,370,970,243,46,26,29,50,0,0
19/11/22,15:38:16,10583,10417,10104,61888,19.9,44.9,45,30,22.8,367,370,970,243,46,26,29,50,0,0
19/11/22,15:38:17,10466.6,10213,9911,60700,19.9,44.9,45,30,22.8,367,369,970,243,46,26,29,50,0,0
19/11/22,15:38:18,10441.8,10427,10114,61941,19.9,45,45,30,22.8,367,369,970,243,23,26,29,50,0,0
19/11/22,15:38:19,10435.6,10551,10229,62656,19.9,45,45,30,22.8,367,369,970,243,23,26,29,50,0,0
19/11/22,15:38:20,10437.6,10580,10257,62829,19.9,44.9,45,30,22.8,367,369,970,243,46,26,29,50,0,0
19/11/22,15:38:21,10477.2,10615,10290,63047,19.9,44.9,45,30,22.8,367,369,970,243,46,26,29,50,0,0
19/11/22,15:38:22,10523.6,10445,10130,62101,19.9,44.9,45,30,22.9,367,369,970,243,46,26,29,50,0,0
19/11/22,15:38:23,10533.8,10478,10162,62304,19.9,44.9,45,30,22.9,367,369,970,243,46,26,29,50,0,0
19/11/22,15:38:24,10503.8,10401,10089,61848,19.9,45,45,30,22.8,367,369,970,243,23,26,29,50,0,0
19/11/22,15:38:25,10544,10781,10445,64009,19.9,45,45,30,22.8,367,369,970,243,23,26,29,50,0,0
19/11/22,15:38:26,10565.4,10722,10389,63668,19.9,45,45,30,22.8,367,370,970,243,23,26,29,50,0,0
19/11/22,15:38:27,10623.6,10736,10403,63745,19.9,44.9,45,30,22.9,367,369,970,243,46,26,29,50,0,0
19/11/22,15:38:28,10686.8,10794,10458,64120,19.9,44.9,45,30,22.9,367,370,970,243,46,26,29,50,0,0
19/11/22,15:38:29,10786.6,10900,10558,64637,19.9,44.9,45,30,22.9,367,370,970,243,46,26,29,50,0,0
19/11/22,15:38:30,10797.2,10834,10496,64247,19.9,44.9,45,30,22.9,367,370,970,243,46,26,29,50,0,0
19/11/22,15:38:32,10831.7,10865,10524,64430,19.9,45,45.1,30,22.9,367,370,970,243,23,0,29,50,0,0
19/11/22,15:38:33,10845.2,10742,10409,63748,19.9,45,45,30,22.9,367,369,970,243,23,26,29,50,0,0
19/11/22,15:38:34,10839.5,10789,10453,64079,19.9,44.9,45,30,22.9,367,369,970,243,46,26,29,50,0,0
19/11/22,15:38:35,10821,10826,10489,64246,19.9,44.9,45,30,22.9,367,370,970,243,46,26,29,50,0,0
19/11/22,15:38:36,10822.7,10859,10518,64427,19.9,44.9,45,30,22.9,367,370,970,243,46,26,29,50,0,0
19/11/22,15:38:37,10803.7,10740,10406,63732,19.9,44.9,45,30,22.9,367,370,970,243,46,26,29,50,0,0
19/11/22,15:38:38,10786.2,10692,10363,63505,19.9,44.9,45,30,22.9,367,369,970,243,46,26,29,50,0,0
19/11/22,15:38:39,10770,10677,10347,63379,19.9,45,45,30,22.9,367,370,970,243,23,26,29,50,0,0
19/11/22,15:38:40,10745.7,10695,10364,63370,19.9,45,45,30,22.9,367,370,970,243,23,26,29,50,0,0
19/11/22,15:38:41,10728,10813,10476,64126,19.9,45,45,30,22.9,367,369,970,243,23,26,29,50,0,0
19/11/22,15:38:42,10725.8,10764,10430,63856,19.9,44.9,45,30,22.9,367,369,970,243,46,26,29,50,0,0
19/11/22,15:38:43,10727.4,10684,10354,63443,19.9,44.9,45,30,22.9,367,369,970,243,46,26,29,50,0,0
19/11/22,15:38:44,10740.6,10817,10479,64115,19.9,44.9,45,30,22.9,367,370,970,243,46,26,29,50,0,0
19/11/22,15:38:45,10765.6,10811,10474,64071,19.9,44.9,45,30,22.9,367,370,970,243,46,26,29,50,0,0
19/11/22,15:38:46,10784.2,10847,10508,64250,19.9,45,45,30,22.9,366,370,970,243,23,26,29,50,0,0
19/11/22,15:38:47,10775.3,10744,10410,63724,19.9,45,45,30,22.9,367,370,970,243,23,26,29,50,0,0
19/11/22,15:38:48,10733.3,10514,10194,62372,19.9,44.9,45,30,22.9,367,369,970,243,46,26,29,50,0,0
19/11/22,15:38:49,10699.2,10580,10257,62763,19.9,44.9,45,30,22.9,367,370,970,243,46,26,29,50,0,0
19/11/22,15:38:50,10699,10810,10473,64086,19.9,44.9,45,30,22.9,367,369,970,243,46,26,29,50,0,0
19/11/22,15:38:51,10699,10847,10507,64328,19.9,45,45,30,22.9,367,369,970,243,23,26,29,50,0,0
19/11/22,15:38:52,10709.6,10797,10460,64031,19.9,45,45,30,22.9,367,369,970,243,23,26,29,50,0,0
19/11/22,15:38:53,10789.4,10913,10569,64771,19.9,44.9,45,30,22.8,367,369,970,243,46,26,29,50,0,0
19/11/22,15:38:54,10824.8,10757,10424,63881,19.9,44.9,45,30,22.9,367,370,970,243,46,26,29,50,0,0
19/11/22,15:38:55,10818.4,10778,10444,63940,19.8,44.9,45,30,22.9,367,370,970,242,23,0,0,50,0,0
19/11/22,15:38:56,10788.4,10697,10366,63455,19.9,44.9,45,30,22.9,367,369,970,242,46,26,29,50,0,0
19/11/22,15:38:57,10781.4,10762,10428,63865,19.9,44.9,45,30,22.9,366,369,970,241,46,26,29,50,0,0
19/11/22,15:38:58,10776,10886,10544,64472,19.9,44.9,45,30,22.9,366,370,970,241,46,26,29,50,0,0
19/11/22,15:38:59,10767,10712,10381,63399,19.9,44.9,45,30,22.8,366,370,970,241,46,26,29,50,0,0
19/11/22,15:39:00,10763.6,10761,10426,63675,19.9,45,45,30,22.8,366,370,970,241,23,26,29,50,0,0
19/11/22,15:39:01,10781.6,10787,10452,63862,19.9,45,45,30,22.8,366,370,970,241,23,26,29,50,0,0
19/11/22,15:39:02,10775.6,10732,10400,63581,19.9,44.9,45,30,22.8,366,369,970,241,46,26,29,50,0,0
19/11/22,15:39:03,10719.8,10607,10283,62871,19.9,44.9,45,30,22.8,366,370,970,241,46,26,29,50,0,0
19/11/22,15:39:04,10716.2,10694,10365,63300,19.9,44.9,45,30,22.8,366,370,971,241,46,26,29,50,0,0
19/11/22,15:39:05,10710.2,10731,10399,63478,19.9,44.9,45,30,22.8,366,369,971,241,46,26,29,50,0,0
19/11/22,15:39:06,10698.2,10727,10396,63499,19.9,44.9,45,30,22.8,366,370,970,241,46,26,29,50,0,0
19/11/22,15:39:07,10584,10161,9863,60245,19.9,44.9,45,30,22.8,366,370,971,241,46,26,29,50,0,0
19/11/22,15:39:08,10551.8,10446,10131,61820,20,45,45,30,22.8,366,370,970,241,46,52,58,50,0,0
19/11/22,15:39:09,10497.6,10423,10109,61747,20,45,45,30,22.8,366,370,970,241,46,52,58,50,0,0
19/11/22,15:39:10,10472.4,10605,10280,62733,20,45,45,30,22.8,366,370,970,241,46,52,58,50,0,0
19/11/22,15:39:11,10442.8,10579,10257,62621,20,45.1,45,30,22.8,366,370,970,241,23,52,58,50,0,0
19/11/22,15:39:13,10435.2,10123,9827,60025,20,45.1,45,30.1,22.9,366,370,970,241,23,52,29,50,0,0
19/11/22,15:39:14,10429.4,10417,10103,61684,20,45.1,45,30.1,22.9,366,370,970,241,23,52,29,50,0,0
19/11/22,15:39:15,10396.2,10257,9953,60744,20,45,45.1,30.1,22.9,365,370,970,241,46,26,29,50,0,0
19/11/22,15:39:16,10265.4,9951,9665,58941,20,45,45.1,30.1,22.9,365,370,970,241,46,26,29,50,0,0
19/11/22,15:39:17,10239.8,10451,10135,61789,20.1,45,45.1,30.1,22.9,365,370,970,241,123,52,58,50,0,0
19/11/22,15:39:18,10350.2,10675,10346,63083,20.1,45,45.1,30.1,22.9,365,371,970,241,123,52,58,50,0,0
19/11/22,15:39:19,10246.4,9898,9615,58559,20.1,45.1,45.1,30.1,23,365,370,970,241,47,52,58,50,0,0
19/11/22,15:39:20,10149.4,9772,9496,57812,20.1,45.1,45.1,30.1,23,365,370,970,241,47,52,58,50,0,0
19/11/22,15:39:21,10190.6,10157,9859,60101,20.1,45.2,45.1,30.1,23,366,370,970,241,23,52,58,50,0,0
19/11/22,15:39:22,10147,10233,9931,60605,20.1,45.2,45.1,30.2,23,365,370,970,241,23,52,29,50,0,0
